staff_id,name,store_id,employment_type,hourly_wage,work_date,clock_in,clock_out,break_minutes,work_hours,late_night
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-15,11:30,15:30,0,4.0,False
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-16,11:30,18:42,45,7.2,False
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-16,16:30,21:54,0,5.4,False
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-16,11:30,15:24,0,3.9,False
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-16,15:00,20:12,0,5.2,False
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-16,17:30,21:35,0,4.1,False
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-16,10:00,16:48,45,6.8,False
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-16,11:30,18:30,45,7.0,False
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-16,19:00,00:48,0,5.8,True
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-16,18:30,02:18,45,7.8,True
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-16,10:00,15:24,0,5.4,False
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-16,11:00,16:30,0,5.5,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-16,19:00,22:36,0,3.6,True
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-16,12:00,19:54,45,7.9,False
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-16,12:00,17:06,0,5.1,False
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-16,16:00,00:00,60,8.0,True
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-16,19:30,00:06,0,4.6,True
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-16,09:00,13:54,0,4.9,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-16,15:30,21:06,0,5.6,False
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-17,10:30,14:06,0,3.6,False
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-17,19:00,02:36,45,7.6,True
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-17,11:30,18:48,45,7.3,False
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-17,16:30,21:24,0,4.9,False
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-17,19:30,22:42,0,3.2,True
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-17,12:30,15:42,0,3.2,False
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-17,15:00,18:12,0,3.2,False
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-17,14:30,17:36,0,3.1,False
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-17,14:30,18:54,0,4.4,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-17,11:00,18:54,45,7.9,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-17,14:30,21:24,45,6.9,False
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-17,11:30,17:30,45,6.0,False
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-17,16:30,23:18,45,6.8,True
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-17,10:00,13:18,0,3.3,False
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-17,16:00,22:54,45,6.9,True
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-17,19:00,22:54,0,3.9,True
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-17,09:00,13:12,0,4.2,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-17,15:00,19:24,0,4.4,False
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-18,18:30,00:42,45,6.2,True
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-18,19:30,23:24,0,3.9,True
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-18,19:30,00:12,0,4.7,True
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-18,14:00,18:24,0,4.4,False
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-18,12:00,19:18,45,7.3,False
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-18,20:00,00:18,0,4.3,True
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-18,10:00,15:24,0,5.4,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-18,09:00,13:18,0,4.3,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-18,14:30,19:36,0,5.1,False
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-18,10:30,14:48,0,4.3,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-18,20:30,02:24,0,5.9,True
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-18,15:30,20:00,0,4.5,False
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-18,11:30,18:48,45,7.3,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-18,21:30,01:24,0,3.9,True
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-19,13:00,20:00,45,7.0,False
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-19,19:30,01:48,45,6.3,True
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-19,21:00,03:18,45,6.3,True
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-19,14:30,19:30,0,5.0,False
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-19,19:00,23:42,0,4.7,True
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-19,20:30,04:00,45,7.5,True
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-19,18:30,01:42,45,7.2,True
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-19,18:00,22:30,0,4.5,True
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-19,21:30,04:06,45,6.6,True
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-19,12:30,18:48,45,6.3,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-19,09:30,14:36,0,5.1,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-19,15:30,21:24,0,5.9,False
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-19,09:30,12:48,0,3.3,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-19,19:00,00:24,0,5.4,True
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-19,18:30,23:36,0,5.1,True
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-19,12:00,20:00,60,8.0,False
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-19,11:30,15:12,0,3.7,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-19,12:00,17:24,0,5.4,False
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-20,12:30,18:42,45,6.2,False
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-20,12:00,17:24,0,5.4,False
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-20,11:00,17:06,45,6.1,False
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-20,16:30,00:18,45,7.8,True
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-20,10:00,16:42,45,6.7,False
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-20,15:00,18:06,0,3.1,False
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-20,13:30,18:06,0,4.6,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-20,10:00,13:18,0,3.3,False
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-20,10:30,15:42,0,5.2,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-20,12:30,20:30,60,8.0,False
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-20,13:00,20:42,45,7.7,False
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-20,16:00,20:05,0,4.1,False
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-20,12:00,18:42,45,6.7,False
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-20,12:00,16:48,0,4.8,False
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-20,09:30,16:54,45,7.4,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-20,18:00,00:00,45,6.0,True
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-21,10:00,15:06,0,5.1,False
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-21,18:30,23:54,0,5.4,True
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-21,21:00,01:30,0,4.5,True
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-21,20:30,02:36,45,6.1,True
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-21,16:00,21:36,0,5.6,False
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-21,14:00,20:54,45,6.9,False
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-21,19:00,01:54,45,6.9,True
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-21,13:30,20:00,45,6.5,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-21,09:30,17:06,45,7.6,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-21,17:30,21:42,0,4.2,False
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-21,17:00,00:42,45,7.7,True
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-21,11:00,18:30,45,7.5,False
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-21,17:30,21:48,0,4.3,False
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-21,09:00,16:18,45,7.3,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-21,20:30,01:36,0,5.1,True
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-22,10:00,17:18,45,7.3,False
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-22,12:30,17:18,0,4.8,False
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-22,19:30,02:54,45,7.4,True
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-22,12:00,17:00,0,5.0,False
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-22,14:30,20:54,45,6.4,False
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-22,16:00,19:36,0,3.6,False
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-22,10:00,13:30,0,3.5,False
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-22,17:30,21:24,0,3.9,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-22,10:00,17:18,45,7.3,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-22,21:00,02:24,0,5.4,True
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-22,10:30,13:42,0,3.2,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-22,15:00,21:30,45,6.5,False
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-22,21:00,04:54,45,7.9,True
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-22,15:00,20:12,0,5.2,False
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-22,17:30,23:48,45,6.3,True
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-22,12:00,15:06,0,3.1,False
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-22,11:30,18:48,45,7.3,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-22,11:30,16:06,0,4.6,False
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-23,14:00,19:30,0,5.5,False
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-23,16:30,23:36,45,7.1,True
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-23,19:30,22:54,0,3.4,True
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-23,15:00,22:54,45,7.9,True
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-23,10:00,15:00,0,5.0,False
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-23,11:30,19:00,45,7.5,False
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-23,20:30,04:18,45,7.8,True
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-23,10:00,17:12,45,7.2,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-23,11:30,18:06,45,6.6,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-23,17:00,20:30,0,3.5,False
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-23,09:30,14:18,0,4.8,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-23,14:30,21:00,45,6.5,False
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-23,21:30,01:00,0,3.5,True
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-23,09:00,16:42,45,7.7,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-23,17:00,23:36,45,6.6,True
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-24,20:00,02:54,45,6.9,True
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-24,20:00,03:48,45,7.8,True
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-24,18:30,01:42,45,7.2,True
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-24,18:00,00:30,45,6.5,True
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-24,12:00,16:54,0,4.9,False
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-24,15:30,20:36,0,5.1,False
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-24,21:00,01:24,0,4.4,True
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-24,14:30,21:30,45,7.0,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-24,11:30,18:42,45,7.2,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-24,15:00,19:00,0,4.0,False
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-24,10:30,18:06,45,7.6,False
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-24,12:30,19:06,45,6.6,False
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-24,18:30,00:24,0,5.9,True
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-24,21:30,03:54,45,6.4,True
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-24,18:30,01:54,45,7.4,True
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-24,09:00,12:06,0,3.1,False
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-25,13:30,20:18,45,6.8,False
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-25,14:00,21:12,45,7.2,False
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-25,14:00,20:48,45,6.8,False
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-25,11:00,17:42,45,6.7,False
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-25,13:30,20:00,45,6.5,False
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-25,16:30,00:18,45,7.8,True
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-25,09:30,16:36,45,7.1,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-25,21:30,04:18,45,6.8,True
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-25,11:00,17:54,45,6.9,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-25,14:30,18:24,0,3.9,False
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-25,12:00,18:42,45,6.7,False
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-25,14:00,17:48,0,3.8,False
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-25,09:30,14:48,0,5.3,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-25,10:00,17:36,45,7.6,False
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-26,20:30,02:00,0,5.5,True
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-26,15:00,21:54,45,6.9,False
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-26,13:00,18:36,0,5.6,False
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-26,12:30,18:12,0,5.7,False
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-26,15:00,22:24,45,7.4,True
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-26,15:30,20:00,0,4.5,False
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-26,19:30,03:30,60,8.0,True
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-26,20:00,23:36,0,3.6,True
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-26,13:00,20:48,45,7.8,False
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-26,15:30,23:06,45,7.6,True
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-26,10:30,16:12,0,5.7,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-26,18:30,00:06,0,5.6,True
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-26,10:00,14:30,0,4.5,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-26,15:00,22:42,45,7.7,True
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-26,18:00,00:06,45,6.1,True
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-26,20:00,03:18,45,7.3,True
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-26,11:00,16:42,0,5.7,False
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-26,11:30,17:42,45,6.2,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-26,21:00,00:06,0,3.1,True
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-27,10:00,13:24,0,3.4,False
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-27,11:00,18:36,45,7.6,False
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-27,17:30,22:42,0,5.2,True
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-27,18:00,00:12,45,6.2,True
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-27,21:00,03:30,45,6.5,True
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-27,11:30,18:24,45,6.9,False
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-27,11:30,18:18,45,6.8,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-27,10:00,15:24,0,5.4,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-27,12:30,19:30,45,7.0,False
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-27,10:00,14:30,0,4.5,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-27,21:30,05:18,45,7.8,True
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-27,12:00,15:12,0,3.2,False
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-27,16:00,20:30,0,4.5,False
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-27,21:30,01:35,0,4.1,True
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-27,11:00,14:48,0,3.8,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-27,14:00,17:36,0,3.6,False
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-28,19:00,02:18,45,7.3,True
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-28,18:30,00:42,45,6.2,True
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-28,14:00,18:00,0,4.0,False
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-28,15:30,19:06,0,3.6,False
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-28,11:30,17:36,45,6.1,False
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-28,15:30,20:48,0,5.3,False
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-28,14:00,19:48,0,5.8,False
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-28,15:30,19:18,0,3.8,False
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-28,13:30,17:54,0,4.4,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-28,11:30,18:54,45,7.4,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-28,15:30,20:54,0,5.4,False
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-28,11:00,18:12,45,7.2,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-28,12:00,16:18,0,4.3,False
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-28,11:00,18:30,45,7.5,False
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-28,20:00,03:06,45,7.1,True
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-28,19:00,02:30,45,7.5,True
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-28,18:30,00:48,45,6.3,True
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-28,10:00,17:30,45,7.5,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-28,14:00,19:18,0,5.3,False
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-29,16:30,22:00,0,5.5,True
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-29,19:00,01:48,45,6.8,True
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-29,19:00,01:42,45,6.7,True
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-29,15:00,19:05,0,4.1,False
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-29,11:30,16:18,0,4.8,False
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-29,15:30,20:48,0,5.3,False
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-29,10:00,17:54,45,7.9,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-29,11:30,18:42,45,7.2,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-29,18:00,22:54,0,4.9,True
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-29,11:00,16:36,0,5.6,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-29,13:30,18:18,0,4.8,False
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-29,17:30,00:54,45,7.4,True
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-29,17:00,21:05,0,4.1,False
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-29,14:00,17:48,0,3.8,False
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-29,11:00,17:18,45,6.3,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-29,15:00,20:24,0,5.4,False
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-30,13:00,19:12,45,6.2,False
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-30,13:00,16:36,0,3.6,False
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-30,12:00,19:30,45,7.5,False
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-30,12:30,18:30,45,6.0,False
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-30,10:30,18:12,45,7.7,False
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-30,19:30,02:48,45,7.3,True
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-30,19:00,02:00,45,7.0,True
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-30,12:30,16:18,0,3.8,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-30,10:00,14:05,0,4.1,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-30,11:00,15:00,0,4.0,False
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-30,11:30,18:36,45,7.1,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-30,12:30,20:00,45,7.5,False
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-30,18:00,21:30,0,3.5,False
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-30,19:00,02:30,45,7.5,True
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-30,20:30,02:06,0,5.6,True
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-30,10:30,14:35,0,4.1,False
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-30,10:30,16:24,0,5.9,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-30,21:00,02:06,0,5.1,True
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-31,13:00,17:24,0,4.4,False
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-31,16:30,20:24,0,3.9,False
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-31,10:00,15:36,0,5.6,False
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-31,13:30,18:30,0,5.0,False
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-31,19:30,23:48,0,4.3,True
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-31,19:30,01:36,45,6.1,True
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-31,16:00,21:06,0,5.1,False
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-31,17:00,21:54,0,4.9,False
