instructor_id,name,specialty,employment_type,session_date,course_name,lesson_count,attendee_count,venue,hourly_rate
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-24,情報セキュリティ研修,1,23,新宿研修センター,7927
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-24,個人情報保護法,1,12,東京本社A会議室,7927
INS-017,清水大輔,営業スキル,正社員,2024-01-25,提案型営業,1,10,名古屋オフィス,2513
INS-017,清水大輔,営業スキル,正社員,2024-01-25,顧客対応基礎,1,25,名古屋オフィス,2513
INS-017,清水大輔,営業スキル,正社員,2024-01-25,提案型営業,1,20,オンライン(Teams),2513
INS-017,清水大輔,営業スキル,正社員,2024-01-25,プレゼンスキル,1,11,大阪支社会議室,2513
INS-008,中村真理,IT・デジタル,正社員,2024-01-25,データ分析基礎,1,25,オンライン(Zoom),2698
INS-008,中村真理,IT・デジタル,正社員,2024-01-25,Pythonプログラミング入門,1,12,オンライン(Zoom),2698
INS-008,中村真理,IT・デジタル,正社員,2024-01-25,クラウド活用研修,1,28,オンライン(Teams),2698
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-25,セキュリティ基礎,1,10,名古屋オフィス,3840
INS-002,佐藤花子,営業スキル,正社員,2024-01-25,営業データ分析,1,17,名古屋オフィス,2774
INS-002,佐藤花子,営業スキル,正社員,2024-01-25,提案型営業,1,10,オンライン(Teams),2774
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-25,コンプライアンス概論,1,8,大阪支社会議室,2439
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-25,個人情報保護法,1,14,名古屋オフィス,2439
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-25,内部統制基礎,1,25,オンライン(Zoom),2439
INS-007,山本健太,コンプライアンス,契約社員,2024-01-25,コンプライアンス概論,1,30,東京本社A会議室,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-25,個人情報保護法,1,15,新宿研修センター,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-25,内部統制基礎,1,28,名古屋オフィス,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-25,ハラスメント防止,1,25,大阪支社会議室,3086
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-25,リーダーシップ研修,1,14,オンライン(Zoom),7576
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-25,目標管理(MBO),1,26,新宿研修センター,7576
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-25,情報セキュリティ研修,1,17,名古屋オフィス,7927
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-25,情報セキュリティ研修,1,21,大阪支社会議室,7927
INS-013,松本正樹,コンプライアンス,正社員,2024-01-26,内部統制基礎,1,5,大阪支社会議室,2736
INS-013,松本正樹,コンプライアンス,正社員,2024-01-26,コンプライアンス概論,1,17,新宿研修センター,2736
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-26,情報セキュリティ研修,1,5,大阪支社会議室,2439
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-26,コンプライアンス概論,1,25,大阪支社会議室,2439
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-26,ハラスメント防止,1,27,新宿研修センター,2439
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-26,情報セキュリティ研修,1,6,オンライン(Teams),2439
INS-006,渡辺美咲,マネジメント,外部講師,2024-01-26,1on1面談スキル,1,10,名古屋オフィス,7576
INS-017,清水大輔,営業スキル,正社員,2024-01-29,プレゼンスキル,1,24,大阪支社会議室,2513
INS-017,清水大輔,営業スキル,正社員,2024-01-29,プレゼンスキル,1,18,オンライン(Teams),2513
INS-010,加藤由美,営業スキル,正社員,2024-01-29,顧客対応基礎,1,26,オンライン(Zoom),2094
INS-010,加藤由美,営業スキル,正社員,2024-01-29,営業データ分析,1,30,東京本社A会議室,2094
INS-010,加藤由美,営業スキル,正社員,2024-01-29,営業データ分析,1,21,名古屋オフィス,2094
INS-010,加藤由美,営業スキル,正社員,2024-01-29,顧客対応基礎,1,21,オンライン(Teams),2094
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-29,個人情報保護法,1,22,オンライン(Zoom),2439
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-29,内部統制基礎,1,11,オンライン(Zoom),2439
INS-004,高橋三郎,コンプライアンス,正社員,2024-01-29,個人情報保護法,1,22,新宿研修センター,2439
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-29,データ分析基礎,1,8,オンライン(Teams),3840
INS-019,斉藤哲也,IT・デジタル,契約社員,2024-01-29,DX推進セミナー,1,11,オンライン(Teams),3840
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-29,個人情報保護法,1,21,名古屋オフィス,7927
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-29,内部統制基礎,1,19,オンライン(Zoom),7927
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-29,コンプライアンス概論,1,6,オンライン(Zoom),7927
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-29,内部統制基礎,1,19,オンライン(Teams),7927
INS-020,池田美穂,営業スキル,正社員,2024-01-29,顧客対応基礎,1,28,新宿研修センター,2450
INS-020,池田美穂,営業スキル,正社員,2024-01-29,ネゴシエーション,1,23,東京本社A会議室,2450
INS-020,池田美穂,営業スキル,正社員,2024-01-29,営業データ分析,1,6,名古屋オフィス,2450
INS-018,山口遥,語学,外部講師,2024-01-29,グローバルコミュニケーション,1,7,名古屋オフィス,5384
INS-018,山口遥,語学,外部講師,2024-01-29,英語プレゼン,1,6,大阪支社会議室,5384
INS-018,山口遥,語学,外部講師,2024-01-29,ビジネス英語,1,18,新宿研修センター,5384
INS-014,井上彩,語学,正社員,2024-01-29,グローバルコミュニケーション,1,25,名古屋オフィス,2761
INS-014,井上彩,語学,正社員,2024-01-29,英文ビジネスライティング,1,16,名古屋オフィス,2761
INS-013,松本正樹,コンプライアンス,正社員,2024-01-30,コンプライアンス概論,1,9,オンライン(Teams),2736
INS-013,松本正樹,コンプライアンス,正社員,2024-01-30,ハラスメント防止,1,12,東京本社A会議室,2736
INS-020,池田美穂,営業スキル,正社員,2024-01-30,営業データ分析,1,19,オンライン(Teams),2450
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-30,内部統制基礎,1,13,新宿研修センター,2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-30,コンプライアンス概論,1,28,東京本社A会議室,2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-30,ハラスメント防止,1,6,オンライン(Teams),2655
INS-003,鈴木次郎,コンプライアンス,正社員,2024-01-30,ハラスメント防止,1,18,オンライン(Zoom),2655
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-30,目標管理(MBO),1,7,東京本社A会議室,6299
INS-012,山田早苗,コンプライアンス,外部講師,2024-01-30,内部統制基礎,1,26,オンライン(Teams),7927
INS-002,佐藤花子,営業スキル,正社員,2024-01-30,ネゴシエーション,1,6,名古屋オフィス,2774
INS-008,中村真理,IT・デジタル,正社員,2024-01-31,データ分析基礎,1,23,オンライン(Zoom),2698
INS-008,中村真理,IT・デジタル,正社員,2024-01-31,セキュリティ基礎,1,29,オンライン(Teams),2698
INS-008,中村真理,IT・デジタル,正社員,2024-01-31,DX推進セミナー,1,15,新宿研修センター,2698
INS-018,山口遥,語学,外部講師,2024-01-31,英文ビジネスライティング,1,18,大阪支社会議室,5384
INS-018,山口遥,語学,外部講師,2024-01-31,英文ビジネスライティング,1,13,東京本社A会議室,5384
INS-018,山口遥,語学,外部講師,2024-01-31,英語プレゼン,1,22,オンライン(Zoom),5384
INS-007,山本健太,コンプライアンス,契約社員,2024-01-31,情報セキュリティ研修,1,20,東京本社A会議室,3086
INS-007,山本健太,コンプライアンス,契約社員,2024-01-31,内部統制基礎,1,16,オンライン(Teams),3086
INS-002,佐藤花子,営業スキル,正社員,2024-01-31,顧客対応基礎,1,17,新宿研修センター,2774
INS-002,佐藤花子,営業スキル,正社員,2024-01-31,ネゴシエーション,1,29,オンライン(Zoom),2774
INS-002,佐藤花子,営業スキル,正社員,2024-01-31,プレゼンスキル,1,20,新宿研修センター,2774
INS-002,佐藤花子,営業スキル,正社員,2024-01-31,提案型営業,1,12,大阪支社会議室,2774
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-31,コーチング入門,1,22,名古屋オフィス,6299
INS-005,伊藤四郎,マネジメント,外部講師,2024-01-31,コーチング入門,1,18,オンライン(Zoom),6299
INS-009,小林誠,IT・デジタル,正社員,2024-01-31,データ分析基礎,1,15,オンライン(Teams),2201
INS-009,小林誠,IT・デジタル,正社員,2024-01-31,データ分析基礎,1,7,名古屋オフィス,2201
