date,employee_id,employee_name,department,clock_in,clock_out,break_minutes,paid_leave,actual_work_hours,overtime_hours,clock_imputed,source_file
2024-01-23,EMP-150,社員010,営業部,08:28,19:14,60,0,9.77,1.7699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-24,EMP-150,社員010,営業部,09:14,19:01,60,0,8.78,0.7799999999999994,False,01_営業部_勤怠_202401.csv
2024-01-25,EMP-150,社員010,営業部,09:13,19:06,60,0,8.88,0.8800000000000008,False,01_営業部_勤怠_202401.csv
2024-01-26,EMP-150,社員010,営業部,08:57,17:20,60,0,7.38,0.0,False,01_営業部_勤怠_202401.csv
2024-01-29,EMP-150,社員010,営業部,09:19,19:37,60,0,9.3,1.3000000000000007,False,01_営業部_勤怠_202401.csv
2024-01-30,EMP-150,社員010,営業部,09:14,19:38,60,0,9.4,1.4000000000000004,False,01_営業部_勤怠_202401.csv
2024-01-31,EMP-150,社員010,営業部,08:54,19:41,60,0,9.78,1.7799999999999994,False,01_営業部_勤怠_202401.csv
2024-01-01,EMP-921,社員011,営業部,08:27,18:56,60,0,9.48,1.4800000000000004,False,01_営業部_勤怠_202401.csv
2024-01-02,EMP-921,社員011,営業部,09:12,18:46,60,0,8.57,0.5700000000000003,False,01_営業部_勤怠_202401.csv
2024-01-03,EMP-921,社員011,営業部,09:11,17:43,60,0,7.53,0.0,False,01_営業部_勤怠_202401.csv
2024-01-04,EMP-921,社員011,営業部,08:05,18:06,60,0,9.02,1.0199999999999996,False,01_営業部_勤怠_202401.csv
2024-01-05,EMP-921,社員011,営業部,08:35,17:37,60,0,8.03,0.02999999999999936,False,01_営業部_勤怠_202401.csv
2024-01-08,EMP-921,社員011,営業部,08:26,18:55,60,0,9.48,1.4800000000000004,False,01_営業部_勤怠_202401.csv
2024-01-09,EMP-921,社員011,営業部,08:18,19:19,60,0,10.02,2.0199999999999996,False,01_営業部_勤怠_202401.csv
2024-01-10,EMP-921,社員011,営業部,08:09,19:30,60,0,10.35,2.3499999999999996,False,01_営業部_勤怠_202401.csv
2024-01-11,EMP-921,社員011,営業部,09:03,18:36,60,0,8.55,0.5500000000000007,False,01_営業部_勤怠_202401.csv
2024-01-12,EMP-921,社員011,営業部,08:38,19:53,60,0,10.25,2.25,False,01_営業部_勤怠_202401.csv
2024-01-15,EMP-921,社員011,営業部,09:22,18:58,60,0,8.6,0.5999999999999996,False,01_営業部_勤怠_202401.csv
2024-01-17,EMP-921,社員011,営業部,09:02,17:47,60,0,7.75,0.0,False,01_営業部_勤怠_202401.csv
2024-01-18,EMP-921,社員011,営業部,08:24,18:29,60,0,9.08,1.08,False,01_営業部_勤怠_202401.csv
2024-01-19,EMP-921,社員011,営業部,09:24,19:38,60,0,9.23,1.2300000000000004,False,01_営業部_勤怠_202401.csv
2024-01-22,EMP-921,社員011,営業部,08:48,19:03,60,0,9.25,1.25,False,01_営業部_勤怠_202401.csv
2024-01-23,EMP-921,社員011,営業部,09:15,19:28,60,0,9.22,1.2200000000000006,False,01_営業部_勤怠_202401.csv
2024-01-24,EMP-921,社員011,営業部,08:22,18:07,60,0,8.75,0.75,False,01_営業部_勤怠_202401.csv
2024-01-25,EMP-921,社員011,営業部,09:00,17:30,60,1,7.5,0.0,False,01_営業部_勤怠_202401.csv
2024-01-26,EMP-921,社員011,営業部,08:00,17:19,60,0,8.32,0.3200000000000003,False,01_営業部_勤怠_202401.csv
2024-01-29,EMP-921,社員011,営業部,09:00,17:30,60,1,7.5,0.0,False,01_営業部_勤怠_202401.csv
2024-01-30,EMP-921,社員011,営業部,08:08,18:34,60,0,9.43,1.4299999999999997,False,01_営業部_勤怠_202401.csv
2024-01-31,EMP-921,社員011,営業部,09:02,18:55,60,0,8.88,0.8800000000000008,False,01_営業部_勤怠_202401.csv
2024-01-01,EMP-134,社員012,営業部,09:29,17:55,60,0,7.43,0.0,False,01_営業部_勤怠_202401.csv
2024-01-02,EMP-134,社員012,営業部,09:22,19:26,60,0,9.07,1.0700000000000003,False,01_営業部_勤怠_202401.csv
2024-01-03,EMP-134,社員012,営業部,09:05,19:29,60,0,9.4,1.4000000000000004,False,01_営業部_勤怠_202401.csv
2024-01-04,EMP-134,社員012,営業部,08:27,17:15,60,0,7.8,0.0,False,01_営業部_勤怠_202401.csv
2024-01-05,EMP-134,社員012,営業部,08:25,18:47,60,0,9.37,1.3699999999999992,False,01_営業部_勤怠_202401.csv
2024-01-08,EMP-134,社員012,営業部,08:04,19:40,60,0,10.6,2.5999999999999996,False,01_営業部_勤怠_202401.csv
2024-01-09,EMP-134,社員012,営業部,09:11,19:52,60,0,9.68,1.6799999999999997,False,01_営業部_勤怠_202401.csv
2024-01-10,EMP-134,社員012,営業部,08:09,18:12,60,0,9.05,1.0500000000000007,False,01_営業部_勤怠_202401.csv
2024-01-11,EMP-134,社員012,営業部,08:11,19:31,60,0,10.33,2.33,False,01_営業部_勤怠_202401.csv
2024-01-12,EMP-134,社員012,営業部,09:21,19:41,60,0,9.33,1.33,False,01_営業部_勤怠_202401.csv
2024-01-15,EMP-134,社員012,営業部,09:04,18:04,60,0,8.0,0.0,False,01_営業部_勤怠_202401.csv
2024-01-16,EMP-134,社員012,営業部,09:18,17:22,60,0,7.07,0.0,False,01_営業部_勤怠_202401.csv
2024-01-17,EMP-134,社員012,営業部,09:01,17:23,60,0,7.37,0.0,False,01_営業部_勤怠_202401.csv
2024-01-18,EMP-134,社員012,営業部,08:39,19:32,60,0,9.88,1.8800000000000008,False,01_営業部_勤怠_202401.csv
2024-01-19,EMP-134,社員012,営業部,08:28,19:41,60,0,10.22,2.2200000000000006,False,01_営業部_勤怠_202401.csv
2024-01-22,EMP-134,社員012,営業部,08:03,18:06,60,0,9.05,1.0500000000000007,False,01_営業部_勤怠_202401.csv
2024-01-23,EMP-134,社員012,営業部,09:00,17:30,60,1,7.5,0.0,False,01_営業部_勤怠_202401.csv
2024-01-24,EMP-134,社員012,営業部,09:16,19:39,60,0,9.38,1.3800000000000008,False,01_営業部_勤怠_202401.csv
2024-01-25,EMP-134,社員012,営業部,09:12,18:49,60,0,8.62,0.6199999999999992,False,01_営業部_勤怠_202401.csv
2024-01-26,EMP-134,社員012,営業部,09:02,18:06,60,0,8.07,0.07000000000000028,False,01_営業部_勤怠_202401.csv
2024-01-29,EMP-134,社員012,営業部,09:23,19:58,60,0,9.58,1.58,False,01_営業部_勤怠_202401.csv
2024-01-30,EMP-134,社員012,営業部,08:37,19:09,60,0,9.53,1.5299999999999994,False,01_営業部_勤怠_202401.csv
2024-01-31,EMP-134,社員012,営業部,09:04,19:45,60,0,9.68,1.6799999999999997,False,01_営業部_勤怠_202401.csv
2024-01-01,EMP-217,社員013,営業部,09:20,18:52,60,0,8.53,0.5299999999999994,False,01_営業部_勤怠_202401.csv
2024-01-02,EMP-217,社員013,営業部,08:41,19:27,60,0,9.77,1.7699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-04,EMP-217,社員013,営業部,08:21,18:12,60,0,8.85,0.8499999999999996,False,01_営業部_勤怠_202401.csv
2024-01-05,EMP-217,社員013,営業部,08:18,17:32,60,0,8.23,0.23000000000000043,False,01_営業部_勤怠_202401.csv
2024-01-08,EMP-217,社員013,営業部,08:42,18:56,60,0,9.23,1.2300000000000004,False,01_営業部_勤怠_202401.csv
2024-01-09,EMP-217,社員013,営業部,09:04,17:11,60,0,7.12,0.0,False,01_営業部_勤怠_202401.csv
2024-01-10,EMP-217,社員013,営業部,08:46,18:02,60,0,8.27,0.2699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-11,EMP-217,社員013,営業部,08:28,19:18,60,0,9.83,1.83,False,01_営業部_勤怠_202401.csv
2024-01-12,EMP-217,社員013,営業部,08:34,17:19,60,0,7.75,0.0,False,01_営業部_勤怠_202401.csv
2024-01-15,EMP-217,社員013,営業部,08:23,19:36,60,0,10.22,2.2200000000000006,False,01_営業部_勤怠_202401.csv
2024-01-16,EMP-217,社員013,営業部,09:24,18:32,60,0,8.13,0.13000000000000078,False,01_営業部_勤怠_202401.csv
2024-01-17,EMP-217,社員013,営業部,08:51,19:08,60,0,9.28,1.2799999999999994,False,01_営業部_勤怠_202401.csv
2024-01-18,EMP-217,社員013,営業部,09:27,18:35,60,0,8.13,0.13000000000000078,False,01_営業部_勤怠_202401.csv
2024-01-19,EMP-217,社員013,営業部,08:18,17:48,60,0,8.5,0.5,False,01_営業部_勤怠_202401.csv
2024-01-22,EMP-217,社員013,営業部,08:53,18:05,60,0,8.2,0.1999999999999993,False,01_営業部_勤怠_202401.csv
2024-01-23,EMP-217,社員013,営業部,09:00,17:30,60,1,7.5,0.0,False,01_営業部_勤怠_202401.csv
2024-01-24,EMP-217,社員013,営業部,09:07,18:05,60,0,7.97,0.0,False,01_営業部_勤怠_202401.csv
2024-01-25,EMP-217,社員013,営業部,08:53,19:41,60,0,9.8,1.8000000000000007,False,01_営業部_勤怠_202401.csv
2024-01-26,EMP-217,社員013,営業部,08:18,18:44,60,0,9.43,1.4299999999999997,False,01_営業部_勤怠_202401.csv
2024-01-29,EMP-217,社員013,営業部,09:14,19:00,60,0,8.77,0.7699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-31,EMP-217,社員013,営業部,08:35,19:38,60,0,10.05,2.0500000000000007,False,01_営業部_勤怠_202401.csv
2024-01-01,EMP-623,社員014,営業部,09:00,17:30,60,1,7.5,0.0,False,01_営業部_勤怠_202401.csv
2024-01-02,EMP-623,社員014,営業部,09:02,17:53,60,0,7.85,0.0,False,01_営業部_勤怠_202401.csv
2024-01-03,EMP-623,社員014,営業部,08:40,19:36,60,0,9.93,1.9299999999999997,False,01_営業部_勤怠_202401.csv
2024-01-04,EMP-623,社員014,営業部,09:00,19:22,60,0,9.37,1.3699999999999992,False,01_営業部_勤怠_202401.csv
2024-01-05,EMP-623,社員014,営業部,08:33,18:04,60,0,8.52,0.5199999999999996,False,01_営業部_勤怠_202401.csv
2024-01-08,EMP-623,社員014,営業部,08:24,18:02,60,0,8.63,0.6300000000000008,False,01_営業部_勤怠_202401.csv
2024-01-09,EMP-623,社員014,営業部,09:23,17:22,60,0,6.98,0.0,False,01_営業部_勤怠_202401.csv
2024-01-10,EMP-623,社員014,営業部,08:49,19:47,60,0,9.97,1.9700000000000006,False,01_営業部_勤怠_202401.csv
2024-01-11,EMP-623,社員014,営業部,09:17,18:52,60,0,8.58,0.5800000000000001,False,01_営業部_勤怠_202401.csv
2024-01-12,EMP-623,社員014,営業部,09:22,18:40,60,0,8.3,0.3000000000000007,False,01_営業部_勤怠_202401.csv
2024-01-15,EMP-623,社員014,営業部,09:00,17:30,60,1,7.5,0.0,False,01_営業部_勤怠_202401.csv
2024-01-16,EMP-623,社員014,営業部,08:20,18:32,60,0,9.2,1.1999999999999993,False,01_営業部_勤怠_202401.csv
2024-01-17,EMP-623,社員014,営業部,09:08,17:48,60,0,7.67,0.0,False,01_営業部_勤怠_202401.csv
2024-01-18,EMP-623,社員014,営業部,08:55,19:21,60,0,9.43,1.4299999999999997,False,01_営業部_勤怠_202401.csv
2024-01-19,EMP-623,社員014,営業部,09:28,18:47,60,0,8.32,0.3200000000000003,False,01_営業部_勤怠_202401.csv
2024-01-22,EMP-623,社員014,営業部,09:05,18:44,60,0,8.65,0.6500000000000004,False,01_営業部_勤怠_202401.csv
2024-01-23,EMP-623,社員014,営業部,09:25,17:46,60,0,7.35,0.0,False,01_営業部_勤怠_202401.csv
2024-01-24,EMP-623,社員014,営業部,08:34,18:20,60,0,8.77,0.7699999999999996,False,01_営業部_勤怠_202401.csv
2024-01-25,EMP-623,社員014,営業部,09:09,18:38,60,0,8.48,0.4800000000000004,False,01_営業部_勤怠_202401.csv
2024-01-26,EMP-623,社員014,営業部,09:11,18:02,60,0,7.85,0.0,False,01_営業部_勤怠_202401.csv
2024-01-29,EMP-623,社員014,営業部,09:08,19:50,60,0,9.7,1.6999999999999993,False,01_営業部_勤怠_202401.csv
2024-01-30,EMP-623,社員014,営業部,09:11,19:51,60,0,9.67,1.67,False,01_営業部_勤怠_202401.csv
2024-01-31,EMP-623,社員014,営業部,08:09,19:43,60,0,10.57,2.5700000000000003,False,01_営業部_勤怠_202401.csv
2024-01-01,EMP-536,社員001,経理部,08:15,19:23,60,0,10.13,2.130000000000001,False,02_経理部_attendance_202401.csv
2024-01-02,EMP-536,社員001,経理部,08:38,17:43,60,0,8.08,0.08000000000000007,False,02_経理部_attendance_202401.csv
2024-01-03,EMP-536,社員001,経理部,09:24,17:36,60,0,7.2,0.0,False,02_経理部_attendance_202401.csv
2024-01-04,EMP-536,社員001,経理部,09:20,18:15,60,0,7.92,0.0,False,02_経理部_attendance_202401.csv
2024-01-05,EMP-536,社員001,経理部,08:31,19:24,60,0,9.88,1.8800000000000008,False,02_経理部_attendance_202401.csv
2024-01-08,EMP-536,社員001,経理部,09:22,18:13,60,0,7.85,0.0,False,02_経理部_attendance_202401.csv
2024-01-09,EMP-536,社員001,経理部,09:06,17:08,60,0,7.03,0.0,False,02_経理部_attendance_202401.csv
2024-01-10,EMP-536,社員001,経理部,09:02,19:54,60,0,9.87,1.8699999999999992,False,02_経理部_attendance_202401.csv
2024-01-11,EMP-536,社員001,経理部,08:35,19:18,60,0,9.72,1.7200000000000006,False,02_経理部_attendance_202401.csv
2024-01-12,EMP-536,社員001,経理部,08:50,18:32,60,0,8.7,0.6999999999999993,False,02_経理部_attendance_202401.csv
2024-01-15,EMP-536,社員001,経理部,08:15,18:01,60,0,8.77,0.7699999999999996,False,02_経理部_attendance_202401.csv
2024-01-16,EMP-536,社員001,経理部,09:25,19:08,60,0,8.72,0.7200000000000006,False,02_経理部_attendance_202401.csv
2024-01-17,EMP-536,社員001,経理部,09:12,19:46,60,0,9.57,1.5700000000000003,False,02_経理部_attendance_202401.csv
2024-01-18,EMP-536,社員001,経理部,09:26,19:04,60,0,8.63,0.6300000000000008,False,02_経理部_attendance_202401.csv
2024-01-19,EMP-536,社員001,経理部,08:28,18:43,60,0,9.25,1.25,False,02_経理部_attendance_202401.csv
2024-01-22,EMP-536,社員001,経理部,08:49,17:27,60,0,7.63,0.0,False,02_経理部_attendance_202401.csv
2024-01-23,EMP-536,社員001,経理部,08:33,17:19,60,0,7.77,0.0,False,02_経理部_attendance_202401.csv
2024-01-24,EMP-536,社員001,経理部,08:22,19:57,60,0,10.58,2.58,False,02_経理部_attendance_202401.csv
2024-01-25,EMP-536,社員001,経理部,08:40,19:17,60,0,9.62,1.6199999999999992,False,02_経理部_attendance_202401.csv
2024-01-26,EMP-536,社員001,経理部,08:32,19:10,60,0,9.63,1.6300000000000008,False,02_経理部_attendance_202401.csv
2024-01-29,EMP-536,社員001,経理部,08:42,19:46,60,0,10.07,2.0700000000000003,False,02_経理部_attendance_202401.csv
2024-01-30,EMP-536,社員001,経理部,09:00,17:30,60,1,7.5,0.0,False,02_経理部_attendance_202401.csv
2024-01-31,EMP-536,社員001,経理部,09:20,17:49,60,0,7.48,0.0,False,02_経理部_attendance_202401.csv
2024-01-01,EMP-628,社員002,経理部,08:31,19:34,60,0,10.05,2.0500000000000007,False,02_経理部_attendance_202401.csv
2024-01-02,EMP-628,社員002,経理部,09:07,19:25,60,0,9.3,1.3000000000000007,False,02_経理部_attendance_202401.csv
2024-01-03,EMP-628,社員002,経理部,08:10,18:26,60,0,9.27,1.2699999999999996,False,02_経理部_attendance_202401.csv
2024-01-04,EMP-628,社員002,経理部,08:20,19:20,60,0,10.0,2.0,False,02_経理部_attendance_202401.csv
2024-01-05,EMP-628,社員002,経理部,09:04,18:32,60,0,8.47,0.47000000000000064,False,02_経理部_attendance_202401.csv
2024-01-08,EMP-628,社員002,経理部,09:03,18:28,60,0,8.42,0.41999999999999993,False,02_経理部_attendance_202401.csv
2024-01-09,EMP-628,社員002,経理部,09:30,18:55,60,0,8.42,0.41999999999999993,False,02_経理部_attendance_202401.csv
2024-01-10,EMP-628,社員002,経理部,08:52,18:59,60,0,9.12,1.1199999999999992,False,02_経理部_attendance_202401.csv
2024-01-11,EMP-628,社員002,経理部,08:31,19:29,60,0,9.97,1.9700000000000006,False,02_経理部_attendance_202401.csv
2024-01-12,EMP-628,社員002,経理部,08:05,18:32,60,0,9.45,1.4499999999999993,False,02_経理部_attendance_202401.csv
2024-01-15,EMP-628,社員002,経理部,09:01,17:18,60,0,7.28,0.0,False,02_経理部_attendance_202401.csv
2024-01-16,EMP-628,社員002,経理部,09:09,19:00,60,0,8.85,0.8499999999999996,False,02_経理部_attendance_202401.csv
2024-01-17,EMP-628,社員002,経理部,09:23,18:48,60,0,8.42,0.41999999999999993,False,02_経理部_attendance_202401.csv
2024-01-18,EMP-628,社員002,経理部,08:36,19:12,60,0,9.6,1.5999999999999996,False,02_経理部_attendance_202401.csv
2024-01-19,EMP-628,社員002,経理部,09:16,18:48,60,0,8.53,0.5299999999999994,False,02_経理部_attendance_202401.csv
2024-01-22,EMP-628,社員002,経理部,08:08,17:25,60,0,8.28,0.27999999999999936,False,02_経理部_attendance_202401.csv
2024-01-23,EMP-628,社員002,経理部,09:24,17:12,60,0,6.8,0.0,False,02_経理部_attendance_202401.csv
2024-01-24,EMP-628,社員002,経理部,08:02,17:08,60,0,8.1,0.09999999999999964,False,02_経理部_attendance_202401.csv
2024-01-25,EMP-628,社員002,経理部,09:04,19:57,60,0,9.88,1.8800000000000008,False,02_経理部_attendance_202401.csv
2024-01-26,EMP-628,社員002,経理部,09:05,18:39,60,0,8.57,0.5700000000000003,False,02_経理部_attendance_202401.csv
2024-01-29,EMP-628,社員002,経理部,09:16,19:34,60,0,9.3,1.3000000000000007,False,02_経理部_attendance_202401.csv
2024-01-30,EMP-628,社員002,経理部,09:26,17:23,60,0,6.95,0.0,False,02_経理部_attendance_202401.csv
2024-01-31,EMP-628,社員002,経理部,09:18,18:50,60,0,8.53,0.5299999999999994,False,02_経理部_attendance_202401.csv
2024-01-01,EMP-478,社員003,経理部,08:38,18:16,60,0,8.63,0.6300000000000008,False,02_経理部_attendance_202401.csv
2024-01-02,EMP-478,社員003,経理部,08:46,17:37,60,0,7.85,0.0,False,02_経理部_attendance_202401.csv
2024-01-03,EMP-478,社員003,経理部,09:00,17:30,60,1,7.5,0.0,False,02_経理部_attendance_202401.csv
2024-01-04,EMP-478,社員003,経理部,08:12,17:28,60,0,8.27,0.2699999999999996,False,02_経理部_attendance_202401.csv
2024-01-05,EMP-478,社員003,経理部,08:26,19:49,60,0,10.38,2.380000000000001,False,02_経理部_attendance_202401.csv
2024-01-08,EMP-478,社員003,経理部,08:45,17:33,60,0,7.8,0.0,False,02_経理部_attendance_202401.csv
2024-01-09,EMP-478,社員003,経理部,09:16,18:20,60,0,8.07,0.07000000000000028,False,02_経理部_attendance_202401.csv
2024-01-10,EMP-478,社員003,経理部,09:17,18:43,60,0,8.43,0.4299999999999997,False,02_経理部_attendance_202401.csv
2024-01-11,EMP-478,社員003,経理部,09:19,18:12,60,0,7.88,0.0,False,02_経理部_attendance_202401.csv
2024-01-12,EMP-478,社員003,経理部,09:07,18:49,60,0,8.7,0.6999999999999993,False,02_経理部_attendance_202401.csv
2024-01-15,EMP-478,社員003,経理部,09:10,18:22,60,0,8.2,0.1999999999999993,False,02_経理部_attendance_202401.csv
2024-01-16,EMP-478,社員003,経理部,09:09,17:36,60,0,7.45,0.0,False,02_経理部_attendance_202401.csv
2024-01-17,EMP-478,社員003,経理部,09:26,18:49,60,0,8.38,0.3800000000000008,False,02_経理部_attendance_202401.csv
2024-01-18,EMP-478,社員003,経理部,09:30,19:05,60,0,8.58,0.5800000000000001,False,02_経理部_attendance_202401.csv
2024-01-19,EMP-478,社員003,経理部,09:23,18:13,60,0,7.83,0.0,False,02_経理部_attendance_202401.csv
2024-01-22,EMP-478,社員003,経理部,09:04,17:39,60,0,7.58,0.0,False,02_経理部_attendance_202401.csv
2024-01-23,EMP-478,社員003,経理部,08:42,19:14,60,0,9.53,1.5299999999999994,False,02_経理部_attendance_202401.csv
2024-01-24,EMP-478,社員003,経理部,09:10,19:30,60,0,9.33,1.33,False,02_経理部_attendance_202401.csv
2024-01-25,EMP-478,社員003,経理部,08:35,17:26,60,0,7.85,0.0,False,02_経理部_attendance_202401.csv
2024-01-26,EMP-478,社員003,経理部,09:15,19:12,60,0,8.95,0.9499999999999993,False,02_経理部_attendance_202401.csv
2024-01-29,EMP-478,社員003,経理部,09:20,17:58,60,0,7.63,0.0,False,02_経理部_attendance_202401.csv
2024-01-30,EMP-478,社員003,経理部,08:34,19:46,60,0,10.2,2.1999999999999993,False,02_経理部_attendance_202401.csv
2024-01-31,EMP-478,社員003,経理部,08:26,17:59,60,0,8.55,0.5500000000000007,False,02_経理部_attendance_202401.csv
2024-01-01,EMP-435,社員004,経理部,09:25,18:11,60,0,7.77,0.0,False,02_経理部_attendance_202401.csv
2024-01-02,EMP-435,社員004,経理部,09:28,17:00,60,0,6.53,0.0,False,02_経理部_attendance_202401.csv
2024-01-03,EMP-435,社員004,経理部,09:09,18:41,60,0,8.53,0.5299999999999994,False,02_経理部_attendance_202401.csv
2024-01-04,EMP-435,社員004,経理部,08:54,19:29,60,0,9.58,1.58,False,02_経理部_attendance_202401.csv
2024-01-05,EMP-435,社員004,経理部,09:05,19:29,60,0,9.4,1.4000000000000004,False,02_経理部_attendance_202401.csv
2024-01-08,EMP-435,社員004,経理部,08:47,18:50,60,0,9.05,1.0500000000000007,False,02_経理部_attendance_202401.csv
2024-01-09,EMP-435,社員004,経理部,08:11,19:54,60,0,10.72,2.7200000000000006,False,02_経理部_attendance_202401.csv
2024-01-10,EMP-435,社員004,経理部,09:16,18:05,60,0,7.82,0.0,False,02_経理部_attendance_202401.csv
2024-01-11,EMP-435,社員004,経理部,08:30,18:59,60,0,9.48,1.4800000000000004,False,02_経理部_attendance_202401.csv
2024-01-12,EMP-435,社員004,経理部,08:28,18:21,60,0,8.88,0.8800000000000008,False,02_経理部_attendance_202401.csv
2024-01-15,EMP-435,社員004,経理部,08:16,19:23,60,0,10.12,2.119999999999999,False,02_経理部_attendance_202401.csv
2024-01-16,EMP-435,社員004,経理部,08:29,18:10,60,0,8.68,0.6799999999999997,False,02_経理部_attendance_202401.csv
2024-01-17,EMP-435,社員004,経理部,09:22,17:40,60,0,7.3,0.0,False,02_経理部_attendance_202401.csv
2024-01-18,EMP-435,社員004,経理部,08:14,17:30,60,0,8.27,0.2699999999999996,False,02_経理部_attendance_202401.csv
2024-01-19,EMP-435,社員004,経理部,09:13,19:35,60,0,9.37,1.3699999999999992,False,02_経理部_attendance_202401.csv
2024-01-22,EMP-435,社員004,経理部,08:48,17:43,60,0,7.92,0.0,False,02_経理部_attendance_202401.csv
2024-01-23,EMP-435,社員004,経理部,08:33,18:33,60,0,9.0,1.0,False,02_経理部_attendance_202401.csv
2024-01-24,EMP-435,社員004,経理部,08:03,19:57,60,0,10.9,2.9000000000000004,False,02_経理部_attendance_202401.csv
2024-01-25,EMP-435,社員004,経理部,08:10,18:54,60,0,9.73,1.7300000000000004,False,02_経理部_attendance_202401.csv
2024-01-26,EMP-435,社員004,経理部,08:45,19:31,60,0,9.77,1.7699999999999996,False,02_経理部_attendance_202401.csv
2024-01-29,EMP-435,社員004,経理部,08:29,17:32,60,0,8.05,0.05000000000000071,False,02_経理部_attendance_202401.csv
2024-01-30,EMP-435,社員004,経理部,09:00,17:30,60,1,7.5,0.0,False,02_経理部_attendance_202401.csv
2024-01-31,EMP-435,社員004,経理部,08:47,17:37,60,0,7.83,0.0,False,02_経理部_attendance_202401.csv
2024-01-01,EMP-459,社員005,経理部,08:34,17:59,60,0,8.42,0.41999999999999993,False,02_経理部_attendance_202401.csv
2024-01-02,EMP-459,社員005,経理部,09:01,18:26,60,0,8.42,0.41999999999999993,False,02_経理部_attendance_202401.csv
2024-01-03,EMP-459,社員005,経理部,09:11,18:28,60,0,8.28,0.27999999999999936,False,02_経理部_attendance_202401.csv
2024-01-04,EMP-459,社員005,経理部,09:02,19:42,60,0,9.67,1.67,False,02_経理部_attendance_202401.csv
2024-01-05,EMP-459,社員005,経理部,09:03,17:34,60,0,7.52,0.0,False,02_経理部_attendance_202401.csv
2024-01-08,EMP-459,社員005,経理部,09:00,17:30,60,1,7.5,0.0,False,02_経理部_attendance_202401.csv
2024-01-09,EMP-459,社員005,経理部,09:17,18:52,60,0,8.58,0.5800000000000001,False,02_経理部_attendance_202401.csv
2024-01-10,EMP-459,社員005,経理部,08:17,17:59,60,0,8.7,0.6999999999999993,False,02_経理部_attendance_202401.csv
2024-01-11,EMP-459,社員005,経理部,08:51,19:26,60,0,9.58,1.58,False,02_経理部_attendance_202401.csv
2024-01-12,EMP-459,社員005,経理部,08:15,17:04,60,0,7.82,0.0,False,02_経理部_attendance_202401.csv
2024-01-15,EMP-459,社員005,経理部,08:15,19:02,60,0,9.78,1.7799999999999994,False,02_経理部_attendance_202401.csv
2024-01-16,EMP-459,社員005,経理部,08:48,17:08,60,0,7.33,0.0,False,02_経理部_attendance_202401.csv
2024-01-17,EMP-459,社員005,経理部,09:18,19:49,60,0,9.52,1.5199999999999996,False,02_経理部_attendance_202401.csv
2024-01-18,EMP-459,社員005,経理部,09:28,17:42,60,0,7.23,0.0,False,02_経理部_attendance_202401.csv
2024-01-19,EMP-459,社員005,経理部,09:01,19:37,60,0,9.6,1.5999999999999996,False,02_経理部_attendance_202401.csv
2024-01-22,EMP-459,社員005,経理部,09:17,18:03,60,0,7.77,0.0,False,02_経理部_attendance_202401.csv
2024-01-23,EMP-459,社員005,経理部,09:25,19:20,60,0,8.92,0.9199999999999999,False,02_経理部_attendance_202401.csv
2024-01-24,EMP-459,社員005,経理部,09:12,17:48,60,0,7.6,0.0,False,02_経理部_attendance_202401.csv
2024-01-25,EMP-459,社員005,経理部,08:19,19:09,60,0,9.83,1.83,False,02_経理部_attendance_202401.csv
2024-01-26,EMP-459,社員005,経理部,09:30,18:35,60,0,8.08,0.08000000000000007,False,02_経理部_attendance_202401.csv
2024-01-29,EMP-459,社員005,経理部,09:06,18:41,60,0,8.58,0.5800000000000001,False,02_経理部_attendance_202401.csv
2024-01-30,EMP-459,社員005,経理部,09:02,19:46,60,0,9.73,1.7300000000000004,False,02_経理部_attendance_202401.csv
2024-01-31,EMP-459,社員005,経理部,09:00,17:30,60,1,7.5,0.0,False,02_経理部_attendance_202401.csv
2024-01-01,EMP-475,社員006,経理部,08:30,17:55,60,0,8.42,0.41999999999999993,False,02_経理部_attendance_202401.csv
2024-01-02,EMP-475,社員006,経理部,08:13,17:47,60,0,8.57,0.5700000000000003,False,02_経理部_attendance_202401.csv
2024-01-03,EMP-475,社員006,経理部,09:29,17:44,60,0,7.25,0.0,False,02_経理部_attendance_202401.csv
2024-01-04,EMP-475,社員006,経理部,08:35,18:49,60,0,9.23,1.2300000000000004,False,02_経理部_attendance_202401.csv
2024-01-05,EMP-475,社員006,経理部,09:09,18:23,60,0,8.23,0.23000000000000043,False,02_経理部_attendance_202401.csv
2024-01-08,EMP-475,社員006,経理部,08:51,19:30,60,0,9.65,1.6500000000000004,False,02_経理部_attendance_202401.csv
2024-01-09,EMP-475,社員006,経理部,09:00,17:30,60,1,7.5,0.0,False,02_経理部_attendance_202401.csv
2024-01-10,EMP-475,社員006,経理部,08:01,18:35,60,0,9.57,1.5700000000000003,False,02_経理部_attendance_202401.csv
2024-01-11,EMP-475,社員006,経理部,09:09,17:12,60,0,7.05,0.0,False,02_経理部_attendance_202401.csv
2024-01-12,EMP-475,社員006,経理部,08:31,19:41,60,0,10.17,2.17,False,02_経理部_attendance_202401.csv
2024-01-15,EMP-475,社員006,経理部,09:30,19:41,60,0,9.18,1.1799999999999997,False,02_経理部_attendance_202401.csv
