date,employee_id,employee_name,department,expense_type,amount,budget,receipt_no,amount_imputed,source_file
2024-01-04,EMP-791,社員015,開発部,消耗品費,505.0,4430.0,RCP-2024010000,False,04_開発部_経費_202401.csv
2024-01-18,EMP-435,社員040,開発部,宿泊費,106593.0,4430.0,RCP-2024010001,False,04_開発部_経費_202401.csv
2024-01-23,EMP-409,社員042,開発部,消耗品費,1255.0,4430.0,RCP-2024010002,False,04_開発部_経費_202401.csv
2024-01-02,EMP-411,社員032,開発部,交通費,2092.0,4430.0,RCP-2024010003,False,04_開発部_経費_202401.csv
2024-01-18,EMP-238,社員025,開発部,消耗品費,3339.0,4430.0,RCP-2024010004,False,04_開発部_経費_202401.csv
2024-01-24,EMP-813,社員035,開発部,消耗品費,5111.0,4430.0,RCP-2024010005,False,04_開発部_経費_202401.csv
2024-01-05,EMP-524,社員042,開発部,交通費,14159.0,4430.0,RCP-2024010006,False,04_開発部_経費_202401.csv
2024-01-14,EMP-386,社員003,開発部,研修費,58566.0,4430.0,RCP-2024010007,False,04_開発部_経費_202401.csv
2024-01-15,EMP-341,社員024,開発部,交通費,11734.0,4430.0,RCP-2024010008,False,04_開発部_経費_202401.csv
2024-01-21,EMP-467,社員004,開発部,消耗品費,2560.0,4430.0,RCP-2024010009,False,04_開発部_経費_202401.csv
2024-01-04,EMP-968,社員030,開発部,交通費,11358.0,4430.0,RCP-2024010010,False,04_開発部_経費_202401.csv
2024-01-21,EMP-711,社員002,開発部,交通費,13390.0,4430.0,RCP-2024010011,False,04_開発部_経費_202401.csv
2024-01-05,EMP-905,社員037,開発部,宿泊費,10248.0,4430.0,RCP-2024010012,False,04_開発部_経費_202401.csv
2024-01-18,EMP-312,社員038,開発部,宿泊費,15634.0,4430.0,RCP-2024010013,False,04_開発部_経費_202401.csv
2024-01-05,EMP-907,社員039,開発部,交通費,5042.0,4430.0,RCP-2024010014,False,04_開発部_経費_202401.csv
2024-01-05,EMP-233,社員035,開発部,接待費,16435.0,4430.0,RCP-2024010015,False,04_開発部_経費_202401.csv
2024-01-28,EMP-126,社員009,開発部,交通費,6369.0,4430.0,RCP-2024010016,False,04_開発部_経費_202401.csv
2024-01-08,EMP-702,社員021,開発部,交通費,3354.0,4430.0,RCP-2024010017,False,04_開発部_経費_202401.csv
2024-01-05,EMP-859,社員027,開発部,通信費,1431.0,4430.0,RCP-2024010018,False,04_開発部_経費_202401.csv
2024-01-16,EMP-559,社員050,開発部,接待費,38635.0,4430.0,RCP-2024010019,False,04_開発部_経費_202401.csv
2024-01-15,EMP-615,社員015,開発部,通信費,855.0,4430.0,RCP-2024010020,False,04_開発部_経費_202401.csv
2024-01-28,EMP-774,社員034,開発部,接待費,35018.0,4430.0,RCP-2024010021,False,04_開発部_経費_202401.csv
2024-01-01,EMP-162,社員031,開発部,消耗品費,3792.0,4430.0,RCP-2024010022,False,04_開発部_経費_202401.csv
2024-01-16,EMP-829,社員029,開発部,交通費,1823.0,4430.0,RCP-2024010023,False,04_開発部_経費_202401.csv
2024-01-05,EMP-167,社員009,開発部,接待費,45915.0,4430.0,RCP-2024010024,False,04_開発部_経費_202401.csv
2024-01-18,EMP-829,社員021,開発部,消耗品費,5193.0,4430.0,RCP-2024010025,False,04_開発部_経費_202401.csv
2024-01-15,EMP-617,社員039,開発部,消耗品費,1112.0,4430.0,RCP-2024010026,False,04_開発部_経費_202401.csv
2024-01-04,EMP-973,社員042,開発部,研修費,38183.0,4430.0,RCP-2024010027,False,04_開発部_経費_202401.csv
2024-01-08,EMP-523,社員022,開発部,消耗品費,3566.0,4430.0,RCP-2024010028,False,04_開発部_経費_202401.csv
2024-01-04,EMP-420,社員028,開発部,接待費,48588.0,4430.0,RCP-2024010029,False,04_開発部_経費_202401.csv
2024-01-05,EMP-803,社員031,開発部,交通費,1994.0,4430.0,RCP-2024010030,False,04_開発部_経費_202401.csv
2024-01-03,EMP-542,社員007,開発部,研修費,58843.0,4430.0,RCP-2024010031,False,04_開発部_経費_202401.csv
2024-01-18,EMP-161,社員038,開発部,通信費,3200.0,4430.0,RCP-2024010032,False,04_開発部_経費_202401.csv
2024-01-14,EMP-462,社員043,開発部,消耗品費,7411.0,4430.0,RCP-2024010033,False,04_開発部_経費_202401.csv
2024-01-02,EMP-394,社員039,開発部,接待費,28045.0,4430.0,RCP-2024010034,False,04_開発部_経費_202401.csv
2024-01-17,EMP-317,社員010,開発部,研修費,73201.0,4430.0,RCP-2024010035,False,04_開発部_経費_202401.csv
2024-01-04,EMP-458,社員036,開発部,接待費,12529.0,4430.0,RCP-2024010036,False,04_開発部_経費_202401.csv
2024-01-19,EMP-331,社員028,開発部,通信費,715.0,4430.0,RCP-2024010037,False,04_開発部_経費_202401.csv
2024-01-22,EMP-949,社員045,開発部,接待費,6897.0,4430.0,RCP-2024010038,False,04_開発部_経費_202401.csv
2024-01-23,EMP-880,社員020,開発部,接待費,104727.0,4430.0,RCP-2024010039,False,04_開発部_経費_202401.csv
2024-01-19,EMP-773,社員026,開発部,交通費,2824.0,4430.0,RCP-2024010040,False,04_開発部_経費_202401.csv
2024-01-01,EMP-193,社員048,開発部,通信費,2262.0,4430.0,RCP-2024010041,False,04_開発部_経費_202401.csv
2024-01-15,EMP-449,社員011,開発部,接待費,25423.0,4430.0,RCP-2024010042,False,04_開発部_経費_202401.csv
2024-01-25,EMP-681,社員039,開発部,交通費,34657.0,4430.0,RCP-2024010043,False,04_開発部_経費_202401.csv
2024-01-20,EMP-150,社員044,開発部,交通費,4958.0,4430.0,RCP-2024010044,False,04_開発部_経費_202401.csv
2024-01-14,EMP-597,社員039,開発部,消耗品費,3692.0,4430.0,RCP-2024010045,False,04_開発部_経費_202401.csv
2024-01-25,EMP-624,社員008,開発部,接待費,33174.0,4430.0,RCP-2024010046,False,04_開発部_経費_202401.csv
2024-01-22,EMP-794,社員038,開発部,消耗品費,4616.0,4430.0,RCP-2024010047,False,04_開発部_経費_202401.csv
2024-01-02,EMP-325,社員026,開発部,通信費,2467.0,4430.0,RCP-2024010048,False,04_開発部_経費_202401.csv
2024-01-07,EMP-885,社員009,開発部,接待費,23969.0,4430.0,RCP-2024010049,False,04_開発部_経費_202401.csv
2024-01-01,EMP-609,社員048,開発部,消耗品費,1739.0,4430.0,RCP-2024010050,False,04_開発部_経費_202401.csv
2024-01-18,EMP-820,社員015,開発部,通信費,12663.0,4430.0,RCP-2024010051,False,04_開発部_経費_202401.csv
2024-01-02,EMP-546,社員002,開発部,消耗品費,20604.0,4430.0,RCP-2024010052,False,04_開発部_経費_202401.csv
2024-01-14,EMP-687,社員026,開発部,研修費,64747.0,4430.0,RCP-2024010053,False,04_開発部_経費_202401.csv
2024-01-13,EMP-121,社員021,開発部,宿泊費,28254.0,4430.0,RCP-2024010054,False,04_開発部_経費_202401.csv
2024-01-23,EMP-470,社員006,開発部,消耗品費,7218.0,4430.0,RCP-2024010055,False,04_開発部_経費_202401.csv
2024-01-14,EMP-703,社員026,開発部,通信費,1144.0,4430.0,RCP-2024010056,False,04_開発部_経費_202401.csv
2024-01-10,EMP-863,社員022,開発部,宿泊費,18913.0,4430.0,RCP-2024010057,False,04_開発部_経費_202401.csv
2024-01-03,EMP-622,社員041,開発部,交通費,9193.0,4430.0,RCP-2024010058,False,04_開発部_経費_202401.csv
2024-01-25,EMP-457,社員023,開発部,研修費,29358.0,4430.0,RCP-2024010059,False,04_開発部_経費_202401.csv
2024-01-05,EMP-362,社員013,開発部,宿泊費,27739.0,4430.0,RCP-2024010060,False,04_開発部_経費_202401.csv
2024-01-25,EMP-771,社員005,開発部,宿泊費,28576.0,4430.0,RCP-2024010061,False,04_開発部_経費_202401.csv
2024-01-25,EMP-677,社員049,開発部,通信費,4177.0,4430.0,RCP-2024010062,False,04_開発部_経費_202401.csv
2024-01-19,EMP-758,社員041,開発部,通信費,3147.0,4430.0,RCP-2024010063,False,04_開発部_経費_202401.csv
2024-01-21,EMP-423,社員010,開発部,消耗品費,859.0,4430.0,RCP-2024010064,False,04_開発部_経費_202401.csv
2024-01-21,EMP-410,社員018,開発部,通信費,960.0,4430.0,RCP-2024010065,False,04_開発部_経費_202401.csv
2024-01-03,EMP-417,社員030,開発部,消耗品費,2227.0,4430.0,RCP-2024010066,False,04_開発部_経費_202401.csv
2024-01-03,EMP-760,社員006,開発部,通信費,4653.0,4430.0,RCP-2024010067,False,04_開発部_経費_202401.csv
2024-01-19,EMP-667,社員048,開発部,交通費,7868.0,4430.0,RCP-2024010068,False,04_開発部_経費_202401.csv
2024-01-19,EMP-767,社員013,開発部,接待費,44649.0,4430.0,RCP-2024010069,False,04_開発部_経費_202401.csv
2024-01-05,EMP-163,社員029,開発部,交通費,13786.0,4430.0,RCP-2024010070,False,04_開発部_経費_202401.csv
2024-01-11,EMP-831,社員006,開発部,通信費,6533.0,4430.0,RCP-2024010071,False,04_開発部_経費_202401.csv
2024-01-15,EMP-636,社員034,開発部,通信費,1800.0,4430.0,RCP-2024010072,False,04_開発部_経費_202401.csv
2024-01-10,EMP-496,社員027,開発部,接待費,49492.0,4430.0,RCP-2024010073,False,04_開発部_経費_202401.csv
2024-01-26,EMP-746,社員042,開発部,接待費,9319.0,4430.0,RCP-2024010074,False,04_開発部_経費_202401.csv
2024-01-18,EMP-794,社員025,開発部,接待費,21514.0,4430.0,RCP-2024010075,False,04_開発部_経費_202401.csv
2024-01-22,EMP-717,社員010,開発部,接待費,10341.0,4430.0,RCP-2024010076,False,04_開発部_経費_202401.csv
2024-01-05,EMP-458,社員020,開発部,研修費,61374.0,4430.0,RCP-2024010077,False,04_開発部_経費_202401.csv
2024-01-23,EMP-186,社員020,開発部,通信費,3585.0,4430.0,RCP-2024010078,False,04_開発部_経費_202401.csv
2024-01-27,EMP-230,社員043,総務部,研修費,263915.0,3214.0,RCP-2024010000,False,05_総務部_経費_202401.csv
2024-01-17,EMP-470,社員002,総務部,接待費,25241.0,3214.0,RCP-2024010001,False,05_総務部_経費_202401.csv
2024-01-07,EMP-449,社員050,総務部,消耗品費,1872.0,3214.0,RCP-2024010002,False,05_総務部_経費_202401.csv
2024-01-05,EMP-258,社員005,総務部,接待費,11628.0,3214.0,RCP-2024010003,False,05_総務部_経費_202401.csv
2024-01-18,EMP-955,社員048,総務部,通信費,809.0,3214.0,RCP-2024010004,False,05_総務部_経費_202401.csv
2024-01-25,EMP-732,社員009,総務部,通信費,3586.0,3214.0,RCP-2024010005,False,05_総務部_経費_202401.csv
2024-01-06,EMP-951,社員045,総務部,通信費,1856.0,3214.0,RCP-2024010006,False,05_総務部_経費_202401.csv
2024-01-02,EMP-520,社員024,総務部,研修費,41133.0,3214.0,RCP-2024010007,False,05_総務部_経費_202401.csv
2024-01-20,EMP-391,社員049,総務部,研修費,68841.0,3214.0,RCP-2024010008,False,05_総務部_経費_202401.csv
2024-01-08,EMP-416,社員031,総務部,宿泊費,20053.0,3214.0,RCP-2024010009,False,05_総務部_経費_202401.csv
2024-01-19,EMP-551,社員030,総務部,接待費,30026.0,3214.0,RCP-2024010010,False,05_総務部_経費_202401.csv
2024-01-14,EMP-265,社員013,総務部,通信費,1633.0,3214.0,RCP-2024010011,False,05_総務部_経費_202401.csv
2024-01-02,EMP-756,社員031,総務部,接待費,41342.0,3214.0,RCP-2024010012,False,05_総務部_経費_202401.csv
2024-01-23,EMP-966,社員034,総務部,交通費,11997.0,3214.0,RCP-2024010013,False,05_総務部_経費_202401.csv
2024-01-15,EMP-625,社員010,総務部,消耗品費,1051.0,3214.0,RCP-2024010014,False,05_総務部_経費_202401.csv
2024-01-08,EMP-936,社員029,総務部,接待費,6747.0,3214.0,RCP-2024010015,False,05_総務部_経費_202401.csv
2024-01-13,EMP-614,社員024,総務部,宿泊費,20653.0,3214.0,RCP-2024010016,False,05_総務部_経費_202401.csv
2024-01-12,EMP-329,社員002,総務部,接待費,11493.0,3214.0,RCP-2024010017,False,05_総務部_経費_202401.csv
2024-01-21,EMP-443,社員010,総務部,宿泊費,9255.0,3214.0,RCP-2024010018,False,05_総務部_経費_202401.csv
2024-01-27,EMP-583,社員045,総務部,宿泊費,23371.0,3214.0,RCP-2024010019,False,05_総務部_経費_202401.csv
2024-01-01,EMP-181,社員002,総務部,接待費,19133.0,3214.0,RCP-2024010020,False,05_総務部_経費_202401.csv
2024-01-18,EMP-844,社員039,総務部,通信費,3967.0,3214.0,RCP-2024010021,False,05_総務部_経費_202401.csv
2024-01-10,EMP-343,社員020,総務部,交通費,1282.0,3214.0,RCP-2024010022,False,05_総務部_経費_202401.csv
2024-01-21,EMP-912,社員040,総務部,消耗品費,814.0,3214.0,RCP-2024010023,False,05_総務部_経費_202401.csv
2024-01-16,EMP-711,社員035,総務部,交通費,10853.0,3214.0,RCP-2024010024,False,05_総務部_経費_202401.csv
2024-01-08,EMP-835,社員010,総務部,接待費,89637.0,3214.0,RCP-2024010025,False,05_総務部_経費_202401.csv
2024-01-19,EMP-526,社員012,総務部,研修費,21221.0,3214.0,RCP-2024010026,False,05_総務部_経費_202401.csv
2024-01-12,EMP-169,社員034,総務部,通信費,4656.0,3214.0,RCP-2024010027,False,05_総務部_経費_202401.csv
2024-01-17,EMP-667,社員002,総務部,消耗品費,7454.0,3214.0,RCP-2024010028,False,05_総務部_経費_202401.csv
2024-01-21,EMP-496,社員024,総務部,接待費,6064.0,3214.0,RCP-2024010029,False,05_総務部_経費_202401.csv
2024-01-03,EMP-453,社員016,総務部,研修費,23587.0,3214.0,RCP-2024010030,False,05_総務部_経費_202401.csv
2024-01-24,EMP-874,社員022,総務部,宿泊費,9452.0,3214.0,RCP-2024010031,False,05_総務部_経費_202401.csv
2024-01-11,EMP-933,社員042,総務部,宿泊費,23224.0,3214.0,RCP-2024010032,False,05_総務部_経費_202401.csv
2024-01-16,EMP-746,社員012,総務部,宿泊費,10067.0,3214.0,RCP-2024010033,False,05_総務部_経費_202401.csv
2024-01-15,EMP-137,社員019,総務部,宿泊費,9435.0,3214.0,RCP-2024010034,False,05_総務部_経費_202401.csv
2024-01-02,EMP-423,社員020,総務部,通信費,3762.0,3214.0,RCP-2024010035,False,05_総務部_経費_202401.csv
2024-01-18,EMP-584,社員017,総務部,交通費,12841.0,3214.0,RCP-2024010036,False,05_総務部_経費_202401.csv
2024-01-10,EMP-465,社員050,総務部,交通費,14685.0,3214.0,RCP-2024010037,False,05_総務部_経費_202401.csv
2024-01-09,EMP-227,社員024,総務部,消耗品費,7586.0,3214.0,RCP-2024010038,False,05_総務部_経費_202401.csv
2024-01-15,EMP-495,社員022,総務部,宿泊費,24259.0,3214.0,RCP-2024010039,False,05_総務部_経費_202401.csv
2024-01-12,EMP-916,社員034,総務部,接待費,10414.0,3214.0,RCP-2024010040,False,05_総務部_経費_202401.csv
2024-01-03,EMP-540,社員039,総務部,宿泊費,25874.0,3214.0,RCP-2024010041,False,05_総務部_経費_202401.csv
2024-01-04,EMP-181,社員021,総務部,研修費,48750.0,3214.0,RCP-2024010042,False,05_総務部_経費_202401.csv
2024-01-20,EMP-834,社員028,総務部,宿泊費,22545.0,3214.0,RCP-2024010043,False,05_総務部_経費_202401.csv
2024-01-02,EMP-844,社員023,総務部,通信費,4063.0,3214.0,RCP-2024010044,False,05_総務部_経費_202401.csv
2024-01-26,EMP-158,社員005,総務部,研修費,63242.0,3214.0,RCP-2024010045,False,05_総務部_経費_202401.csv
2024-01-26,EMP-867,社員044,総務部,宿泊費,9020.0,3214.0,RCP-2024010046,False,05_総務部_経費_202401.csv
2024-01-20,EMP-794,社員029,総務部,交通費,9134.0,3214.0,RCP-2024010047,False,05_総務部_経費_202401.csv
2024-01-12,EMP-470,社員025,総務部,通信費,765.0,3214.0,RCP-2024010048,False,05_総務部_経費_202401.csv
2024-01-22,EMP-560,社員024,総務部,接待費,34094.0,3214.0,RCP-2024010049,False,05_総務部_経費_202401.csv
2024-01-19,EMP-240,社員034,総務部,接待費,31085.0,3214.0,RCP-2024010050,False,05_総務部_経費_202401.csv
2024-01-09,EMP-355,社員008,総務部,交通費,12553.0,3214.0,RCP-2024010051,False,05_総務部_経費_202401.csv
2024-01-17,EMP-496,社員036,総務部,交通費,4788.0,3214.0,RCP-2024010052,False,05_総務部_経費_202401.csv
2024-01-23,EMP-556,社員014,総務部,通信費,2839.0,3214.0,RCP-2024010053,False,05_総務部_経費_202401.csv
2024-01-16,EMP-304,社員008,総務部,宿泊費,10426.0,3214.0,RCP-2024010054,False,05_総務部_経費_202401.csv
2024-01-23,EMP-555,社員006,総務部,研修費,51889.0,3214.0,RCP-2024010055,False,05_総務部_経費_202401.csv
