inquiry_id,received_at,completed_at,operator_id,operator_name,channel,inquiry_text,category,resolution,escalation,source_file,response_minutes,is_resolved,is_escalated
INQ-00162,2024-01-09 09:06,2024-01-09 09:42,OP-05,伊藤,SNS,設定のやり方,使い方・操作方法,解決済,0,01_問い合わせログ_A_202401.csv,36,1,0
INQ-00163,2024-01-20 09:40,2024-01-20 10:30,OP-08,中村,SNS,その他の問い合わせ,その他,解決済,0,01_問い合わせログ_A_202401.csv,50,1,0
INQ-00164,2024-01-28 11:14,2024-01-28 11:42,OP-03,佐藤,チャット,二重請求があった,請求・支払い,未解決,0,01_問い合わせログ_A_202401.csv,28,0,0
INQ-00165,2024-01-27 15:48,2024-01-27 16:12,OP-06,渡辺,チャット,到着予定日を確認したい,配送・到着,エスカレ済,1,01_問い合わせログ_A_202401.csv,24,0,1
INQ-00166,2024-01-07 11:39,2024-01-07 12:05,OP-05,伊藤,SNS,キャンセルしたい,返品・交換,対応中,0,01_問い合わせログ_A_202401.csv,26,0,0
INQ-00167,2024-01-01 09:09,2024-01-01 09:15,OP-08,中村,SNS,返金してほしい,返品・交換,解決済,0,01_問い合わせログ_A_202401.csv,6,1,0
INQ-00168,2024-01-02 17:48,2024-01-02 17:58,OP-04,高橋,メール,設定のやり方,使い方・操作方法,エスカレ済,1,01_問い合わせログ_A_202401.csv,10,0,1
INQ-00169,2024-01-09 16:14,2024-01-09 17:14,OP-07,山本,SNS,操作方法がわからない,使い方・操作方法,解決済,0,01_問い合わせログ_A_202401.csv,60,1,0
INQ-00170,2024-01-02 17:55,2024-01-02 18:33,OP-07,山本,メール,到着予定日を確認したい,配送・到着,エスカレ済,1,01_問い合わせログ_A_202401.csv,38,0,1
INQ-00171,2024-01-27 15:49,2024-01-27 16:20,OP-03,佐藤,チャット,使い方を教えてほしい,使い方・操作方法,解決済,0,01_問い合わせログ_A_202401.csv,31,1,0
INQ-00172,2024-01-26 10:07,2024-01-26 10:37,OP-02,鈴木,SNS,返金してほしい,返品・交換,解決済,0,01_問い合わせログ_A_202401.csv,30,1,0
INQ-00173,2024-01-17 15:32,2024-01-17 15:48,OP-07,山本,メール,支払い方法を変更したい,請求・支払い,未解決,0,01_問い合わせログ_A_202401.csv,16,0,0
INQ-00174,2024-01-20 13:09,2024-01-20 13:19,OP-06,渡辺,SNS,料金が間違っている,請求・支払い,解決済,0,01_問い合わせログ_A_202401.csv,10,1,0
INQ-00175,2024-01-02 10:00,2024-01-02 11:02,OP-07,山本,SNS,追跡番号を教えて,配送・到着,エスカレ済,1,01_問い合わせログ_A_202401.csv,62,0,1
INQ-00176,2024-01-09 13:58,2024-01-09 14:08,OP-02,鈴木,チャット,返品したい,返品・交換,解決済,0,01_問い合わせログ_A_202401.csv,10,1,0
INQ-00177,2024-01-16 09:04,2024-01-16 09:52,OP-07,山本,電話,一般的な質問,その他,エスカレ済,1,01_問い合わせログ_A_202401.csv,48,0,1
INQ-00178,2024-01-20 10:53,2024-01-20 11:00,OP-01,田中,電話,故障している,製品不具合,解決済,0,01_問い合わせログ_A_202401.csv,7,1,0
INQ-00179,2024-01-13 10:22,2024-01-13 10:43,OP-07,山本,SNS,故障している,製品不具合,解決済,0,01_問い合わせログ_A_202401.csv,21,1,0
INQ-00180,2024-01-03 12:58,2024-01-03 13:17,OP-03,佐藤,SNS,操作方法がわからない,使い方・操作方法,解決済,0,01_問い合わせログ_A_202401.csv,19,1,0
INQ-00181,2024-01-17 16:15,2024-01-17 16:58,OP-08,中村,メール,操作方法がわからない,使い方・操作方法,対応中,0,01_問い合わせログ_A_202401.csv,43,0,0
INQ-00182,2024-01-20 13:08,2024-01-20 14:43,OP-08,中村,電話,故障している,製品不具合,解決済,0,01_問い合わせログ_A_202401.csv,95,1,0
INQ-00183,2024-01-17 11:25,2024-01-17 12:42,OP-05,伊藤,メール,返金してほしい,返品・交換,対応中,0,01_問い合わせログ_A_202401.csv,77,0,0
INQ-00184,2024-01-18 11:38,2024-01-18 12:58,OP-05,伊藤,SNS,料金が間違っている,請求・支払い,解決済,0,01_問い合わせログ_A_202401.csv,80,1,0
INQ-00185,2024-01-05 10:27,2024-01-05 11:10,OP-05,伊藤,SNS,到着予定日を確認したい,配送・到着,解決済,0,01_問い合わせログ_A_202401.csv,43,1,0
INQ-00186,2024-01-16 17:28,2024-01-16 20:22,OP-04,高橋,チャット,返品したい,返品・交換,解決済,0,01_問い合わせログ_A_202401.csv,174,1,0
INQ-00187,2024-01-31 10:56,2024-01-31 12:14,OP-01,田中,SNS,設定のやり方,使い方・操作方法,未解決,0,01_問い合わせログ_A_202401.csv,78,0,0
INQ-00188,2024-01-09 14:25,2024-01-09 15:08,OP-01,田中,SNS,バグがある,製品不具合,エスカレ済,1,01_問い合わせログ_A_202401.csv,43,0,1
INQ-00189,2024-01-13 14:58,2024-01-13 15:15,OP-04,高橋,チャット,キャンセルしたい,返品・交換,対応中,0,01_問い合わせログ_A_202401.csv,17,0,0
INQ-00190,2024-01-13 16:13,2024-01-13 16:19,OP-05,伊藤,メール,エラーが出て動かない,製品不具合,対応中,0,01_問い合わせログ_A_202401.csv,6,0,0
INQ-00191,2024-01-19 11:55,2024-01-19 12:21,OP-05,伊藤,電話,使い方を教えてほしい,使い方・操作方法,解決済,0,01_問い合わせログ_A_202401.csv,26,1,0
INQ-00192,2024-01-02 13:28,2024-01-02 14:48,OP-02,鈴木,チャット,操作方法がわからない,使い方・操作方法,対応中,0,01_問い合わせログ_A_202401.csv,80,0,0
INQ-00193,2024-01-03 14:21,2024-01-03 14:44,OP-04,高橋,チャット,配送が遅延している,配送・到着,解決済,0,01_問い合わせログ_A_202401.csv,23,1,0
INQ-00194,2024-01-18 13:38,2024-01-18 14:16,OP-03,佐藤,SNS,設定のやり方,使い方・操作方法,解決済,0,01_問い合わせログ_A_202401.csv,38,1,0
INQ-00195,2024-01-20 11:14,2024-01-20 12:31,OP-06,渡辺,SNS,詳細を確認したい,その他,対応中,0,01_問い合わせログ_A_202401.csv,77,0,0
INQ-00196,2024-01-25 10:25,2024-01-25 10:58,OP-04,高橋,SNS,その他の問い合わせ,その他,対応中,0,01_問い合わせログ_A_202401.csv,33,0,0
INQ-00197,2024-01-17 12:57,2024-01-17 14:41,OP-06,渡辺,SNS,その他,その他,解決済,0,01_問い合わせログ_A_202401.csv,104,1,0
INQ-00198,2024-01-16 14:53,2024-01-16 15:45,OP-02,鈴木,チャット,二重請求があった,請求・支払い,解決済,0,01_問い合わせログ_A_202401.csv,52,1,0
INQ-00199,2024-01-27 13:44,2024-01-27 14:01,OP-02,鈴木,SNS,設定のやり方,使い方・操作方法,解決済,0,01_問い合わせログ_A_202401.csv,17,1,0
INQ-00200,2024-01-17 11:18,2024-01-17 11:34,OP-06,渡辺,メール,二重請求があった,請求・支払い,エスカレ済,1,01_問い合わせログ_A_202401.csv,16,0,1
INQ-00201,2024-01-12 13:02,2024-01-12 13:58,OP-05,伊藤,電話,到着予定日を確認したい,配送・到着,解決済,0,02_inquiry_log_B_202401.csv,56,1,0
INQ-00202,2024-01-04 16:50,2024-01-04 17:34,OP-05,伊藤,電話,請求書の確認,請求・支払い,エスカレ済,1,02_inquiry_log_B_202401.csv,44,0,1
INQ-00203,2024-01-03 11:33,2024-01-03 11:58,OP-03,佐藤,チャット,二重請求があった,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,25,1,0
INQ-00204,2024-01-11 15:18,2024-01-11 15:25,OP-07,山本,メール,配送業者に問い合わせたい,配送・到着,解決済,0,02_inquiry_log_B_202401.csv,7,1,0
INQ-00205,2024-01-28 09:26,2024-01-28 09:36,OP-08,中村,チャット,返品したい,返品・交換,対応中,0,02_inquiry_log_B_202401.csv,10,0,0
INQ-00206,2024-01-26 12:22,2024-01-26 13:29,OP-04,高橋,メール,料金が間違っている,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,67,1,0
INQ-00207,2024-01-08 14:40,2024-01-08 14:45,OP-06,渡辺,チャット,返品したい,返品・交換,解決済,0,02_inquiry_log_B_202401.csv,5,1,0
INQ-00208,2024-01-04 13:57,2024-01-04 17:46,OP-04,高橋,SNS,料金が間違っている,請求・支払い,エスカレ済,1,02_inquiry_log_B_202401.csv,229,0,1
INQ-00209,2024-01-14 15:25,2024-01-14 16:13,OP-01,田中,チャット,支払い方法を変更したい,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,48,1,0
INQ-00210,2024-01-10 10:42,2024-01-10 11:08,OP-04,高橋,メール,エラーが出て動かない,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,26,1,0
INQ-00211,2024-01-29 14:20,2024-01-29 15:22,OP-06,渡辺,電話,操作方法がわからない,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,62,1,0
INQ-00212,2024-01-01 15:31,2024-01-01 16:27,OP-03,佐藤,メール,エラーが出て動かない,製品不具合,対応中,0,02_inquiry_log_B_202401.csv,56,0,0
INQ-00213,2024-01-23 10:25,2024-01-23 12:26,OP-03,佐藤,メール,請求書の確認,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,121,1,0
INQ-00214,2024-01-26 17:33,2024-01-26 17:49,OP-03,佐藤,メール,使い方を教えてほしい,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,16,1,0
INQ-00215,2024-01-25 17:39,2024-01-25 19:20,OP-02,鈴木,SNS,配送業者に問い合わせたい,配送・到着,対応中,0,02_inquiry_log_B_202401.csv,101,0,0
INQ-00216,2024-01-05 16:23,2024-01-05 18:09,OP-02,鈴木,メール,故障している,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,106,1,0
INQ-00217,2024-01-26 15:02,2024-01-26 16:57,OP-05,伊藤,電話,一般的な質問,その他,解決済,0,02_inquiry_log_B_202401.csv,115,1,0
INQ-00218,2024-01-14 17:09,2024-01-14 17:24,OP-07,山本,電話,課金について質問,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,15,1,0
INQ-00219,2024-01-08 17:56,2024-01-08 18:05,OP-02,鈴木,チャット,how to use,使い方・操作方法,対応中,0,02_inquiry_log_B_202401.csv,9,0,0
INQ-00220,2024-01-02 10:17,2024-01-02 10:38,OP-03,佐藤,チャット,使い方を教えてほしい,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,21,1,0
INQ-00221,2024-01-31 14:43,2024-01-31 15:00,OP-05,伊藤,SNS,バグがある,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,17,1,0
INQ-00222,2024-01-16 11:14,2024-01-16 11:31,OP-04,高橋,メール,請求書の確認,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,17,1,0
INQ-00223,2024-01-27 14:33,2024-01-27 15:00,OP-07,山本,電話,不具合が発生した,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,27,1,0
INQ-00224,2024-01-21 16:45,2024-01-21 17:23,OP-05,伊藤,メール,故障している,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,38,1,0
INQ-00225,2024-01-23 12:44,2024-01-23 13:40,OP-02,鈴木,電話,到着予定日を確認したい,配送・到着,解決済,0,02_inquiry_log_B_202401.csv,56,1,0
INQ-00226,2024-01-17 17:50,2024-01-17 18:41,OP-06,渡辺,電話,請求書の確認,請求・支払い,対応中,0,02_inquiry_log_B_202401.csv,51,0,0
INQ-00227,2024-01-17 15:41,2024-01-17 16:11,OP-06,渡辺,SNS,チュートリアルが必要,その他,解決済,0,02_inquiry_log_B_202401.csv,30,1,0
INQ-00228,2024-01-27 12:54,2024-01-27 13:12,OP-01,田中,チャット,不具合が発生した,製品不具合,エスカレ済,1,02_inquiry_log_B_202401.csv,18,0,1
INQ-00229,2024-01-04 16:23,2024-01-04 16:39,OP-04,高橋,SNS,バグがある,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,16,1,0
INQ-00230,2024-01-11 09:23,2024-01-11 10:06,OP-06,渡辺,チャット,製品が壊れた,製品不具合,エスカレ済,1,02_inquiry_log_B_202401.csv,43,0,1
INQ-00231,2024-01-20 14:23,2024-01-20 15:31,OP-04,高橋,電話,料金が間違っている,請求・支払い,対応中,0,02_inquiry_log_B_202401.csv,68,0,0
INQ-00232,2024-01-06 11:11,2024-01-06 11:40,OP-01,田中,チャット,設定のやり方,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,29,1,0
INQ-00233,2024-01-19 17:41,2024-01-19 18:19,OP-01,田中,メール,詳細を確認したい,その他,解決済,0,02_inquiry_log_B_202401.csv,38,1,0
INQ-00234,2024-01-14 10:35,2024-01-14 11:06,OP-02,鈴木,電話,how to use,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,31,1,0
INQ-00235,2024-01-13 11:10,2024-01-13 11:48,OP-04,高橋,SNS,二重請求があった,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,38,1,0
INQ-00236,2024-01-22 15:58,2024-01-22 17:34,OP-05,伊藤,電話,故障している,製品不具合,未解決,0,02_inquiry_log_B_202401.csv,96,0,0
INQ-00237,2024-01-28 13:59,2024-01-28 14:43,OP-03,佐藤,電話,交換をお願いしたい,返品・交換,対応中,0,02_inquiry_log_B_202401.csv,44,0,0
INQ-00238,2024-01-24 13:43,2024-01-24 13:56,OP-08,中村,SNS,追跡番号を教えて,配送・到着,対応中,0,02_inquiry_log_B_202401.csv,13,0,0
INQ-00239,2024-01-20 16:27,2024-01-20 17:25,OP-05,伊藤,電話,how to use,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,58,1,0
INQ-00240,2024-01-27 13:43,2024-01-27 13:55,OP-05,伊藤,SNS,製品が壊れた,製品不具合,対応中,0,02_inquiry_log_B_202401.csv,12,0,0
INQ-00241,2024-01-21 13:57,2024-01-21 15:57,OP-01,田中,電話,設定のやり方,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,120,1,0
INQ-00242,2024-01-21 09:59,2024-01-21 10:39,OP-04,高橋,チャット,料金が間違っている,請求・支払い,対応中,0,02_inquiry_log_B_202401.csv,40,0,0
INQ-00243,2024-01-26 15:58,2024-01-26 16:21,OP-01,田中,SNS,製品が壊れた,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,23,1,0
INQ-00244,2024-01-24 09:07,2024-01-24 09:18,OP-04,高橋,チャット,課金について質問,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,11,1,0
INQ-00245,2024-01-16 15:57,2024-01-16 17:00,OP-07,山本,電話,請求書の確認,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,63,1,0
INQ-00246,2024-01-16 16:27,2024-01-16 16:35,OP-07,山本,SNS,exchange request,返品・交換,解決済,0,02_inquiry_log_B_202401.csv,8,1,0
INQ-00247,2024-01-08 12:04,2024-01-08 13:35,OP-01,田中,メール,不具合が発生した,製品不具合,エスカレ済,1,02_inquiry_log_B_202401.csv,91,0,1
INQ-00248,2024-01-25 10:33,2024-01-25 10:52,OP-08,中村,チャット,exchange request,返品・交換,対応中,0,02_inquiry_log_B_202401.csv,19,0,0
INQ-00249,2024-01-09 17:26,2024-01-09 18:13,OP-04,高橋,SNS,請求書の確認,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,47,1,0
INQ-00250,2024-01-26 09:22,2024-01-26 10:12,OP-05,伊藤,メール,how to use,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,50,1,0
INQ-00251,2024-01-12 09:55,2024-01-12 10:05,OP-02,鈴木,電話,エラーが出て動かない,製品不具合,対応中,0,02_inquiry_log_B_202401.csv,10,0,0
INQ-00252,2024-01-21 14:46,2024-01-21 15:03,OP-06,渡辺,メール,操作方法がわからない,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,17,1,0
INQ-00253,2024-01-23 15:23,2024-01-23 16:03,OP-05,伊藤,メール,エラーが出て動かない,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,40,1,0
INQ-00254,2024-01-25 17:14,2024-01-25 18:59,OP-03,佐藤,SNS,荷物が届かない,配送・到着,エスカレ済,1,02_inquiry_log_B_202401.csv,105,0,1
INQ-00255,2024-01-08 16:26,2024-01-08 17:07,OP-08,中村,チャット,チュートリアルが必要,その他,解決済,0,02_inquiry_log_B_202401.csv,41,1,0
INQ-00256,2024-01-01 11:40,2024-01-01 12:28,OP-03,佐藤,SNS,キャンセルしたい,返品・交換,解決済,0,02_inquiry_log_B_202401.csv,48,1,0
INQ-00257,2024-01-24 12:41,2024-01-24 14:19,OP-05,伊藤,チャット,故障している,製品不具合,対応中,0,02_inquiry_log_B_202401.csv,98,0,0
INQ-00258,2024-01-28 11:14,2024-01-28 11:19,OP-08,中村,電話,設定のやり方,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,5,1,0
INQ-00259,2024-01-17 12:46,2024-01-17 13:09,OP-02,鈴木,電話,故障している,製品不具合,対応中,0,02_inquiry_log_B_202401.csv,23,0,0
INQ-00260,2024-01-27 15:35,2024-01-27 16:00,OP-07,山本,電話,チュートリアルが必要,その他,解決済,0,02_inquiry_log_B_202401.csv,25,1,0
INQ-00261,2024-01-04 11:32,2024-01-04 11:45,OP-04,高橋,SNS,バグがある,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,13,1,0
INQ-00262,2024-01-28 15:05,2024-01-28 15:55,OP-08,中村,チャット,使い方を教えてほしい,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,50,1,0
INQ-00263,2024-01-14 15:25,2024-01-14 18:16,OP-03,佐藤,SNS,一般的な質問,その他,解決済,0,02_inquiry_log_B_202401.csv,171,1,0
INQ-00264,2024-01-26 14:17,2024-01-26 14:42,OP-03,佐藤,チャット,その他,その他,解決済,0,02_inquiry_log_B_202401.csv,25,1,0
INQ-00265,2024-01-17 10:07,2024-01-17 10:15,OP-01,田中,チャット,故障している,製品不具合,未解決,0,02_inquiry_log_B_202401.csv,8,0,0
INQ-00266,2024-01-18 09:23,2024-01-18 09:47,OP-07,山本,メール,請求書の確認,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,24,1,0
INQ-00267,2024-01-07 13:20,2024-01-07 15:25,OP-03,佐藤,チャット,バグがある,製品不具合,エスカレ済,1,02_inquiry_log_B_202401.csv,125,0,1
INQ-00268,2024-01-05 09:04,2024-01-05 09:56,OP-03,佐藤,電話,サービスについて,その他,解決済,0,02_inquiry_log_B_202401.csv,52,1,0
INQ-00269,2024-01-18 09:18,2024-01-18 09:56,OP-06,渡辺,電話,不具合が発生した,製品不具合,エスカレ済,1,02_inquiry_log_B_202401.csv,38,0,1
INQ-00270,2024-01-15 16:20,2024-01-15 16:45,OP-06,渡辺,チャット,到着予定日を確認したい,配送・到着,解決済,0,02_inquiry_log_B_202401.csv,25,1,0
INQ-00271,2024-01-28 17:57,2024-01-28 18:13,OP-06,渡辺,SNS,支払い方法を変更したい,請求・支払い,エスカレ済,1,02_inquiry_log_B_202401.csv,16,0,1
INQ-00272,2024-01-24 17:17,2024-01-24 17:48,OP-03,佐藤,電話,支払い方法を変更したい,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,31,1,0
INQ-00273,2024-01-12 11:33,2024-01-12 12:21,OP-01,田中,メール,チュートリアルが必要,その他,解決済,0,02_inquiry_log_B_202401.csv,48,1,0
INQ-00274,2024-01-11 11:31,2024-01-11 11:36,OP-03,佐藤,メール,操作方法がわからない,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,5,1,0
INQ-00275,2024-01-07 14:37,2024-01-07 14:55,OP-07,山本,メール,荷物が届かない,配送・到着,解決済,0,02_inquiry_log_B_202401.csv,18,1,0
INQ-00276,2024-01-21 16:14,2024-01-21 17:18,OP-05,伊藤,SNS,その他,その他,対応中,0,02_inquiry_log_B_202401.csv,64,0,0
INQ-00277,2024-01-06 10:20,2024-01-06 11:05,OP-05,伊藤,SNS,エラーが出て動かない,製品不具合,エスカレ済,1,02_inquiry_log_B_202401.csv,45,0,1
INQ-00278,2024-01-28 09:33,2024-01-28 10:18,OP-06,渡辺,SNS,その他の問い合わせ,その他,解決済,0,02_inquiry_log_B_202401.csv,45,1,0
INQ-00279,2024-01-19 16:38,2024-01-19 17:32,OP-07,山本,SNS,設定のやり方,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,54,1,0
INQ-00280,2024-01-14 17:59,2024-01-14 18:20,OP-03,佐藤,電話,その他の問い合わせ,その他,対応中,0,02_inquiry_log_B_202401.csv,21,0,0
INQ-00281,2024-01-08 16:40,2024-01-08 17:03,OP-02,鈴木,電話,追跡番号を教えて,配送・到着,対応中,0,02_inquiry_log_B_202401.csv,23,0,0
INQ-00282,2024-01-28 13:11,2024-01-28 14:13,OP-05,伊藤,メール,エラーが出て動かない,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,62,1,0
INQ-00283,2024-01-10 09:25,2024-01-10 09:48,OP-04,高橋,チャット,返品したい,返品・交換,対応中,0,02_inquiry_log_B_202401.csv,23,0,0
INQ-00284,2024-01-21 16:30,2024-01-21 16:57,OP-01,田中,チャット,サービスについて,その他,解決済,0,02_inquiry_log_B_202401.csv,27,1,0
INQ-00285,2024-01-05 09:56,2024-01-05 10:13,OP-06,渡辺,チャット,製品が壊れた,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,17,1,0
INQ-00286,2024-01-30 11:02,2024-01-30 11:07,OP-03,佐藤,チャット,詳細を確認したい,その他,解決済,0,02_inquiry_log_B_202401.csv,5,1,0
INQ-00287,2024-01-18 09:59,2024-01-18 10:27,OP-03,佐藤,SNS,サービスについて,その他,対応中,0,02_inquiry_log_B_202401.csv,28,0,0
INQ-00288,2024-01-15 16:18,2024-01-15 16:45,OP-02,鈴木,メール,製品が壊れた,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,27,1,0
INQ-00289,2024-01-27 10:38,2024-01-27 11:54,OP-07,山本,チャット,exchange request,返品・交換,解決済,0,02_inquiry_log_B_202401.csv,76,1,0
INQ-00290,2024-01-12 17:41,2024-01-12 17:56,OP-01,田中,SNS,製品が壊れた,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,15,1,0
INQ-00291,2024-01-31 11:29,2024-01-31 12:24,OP-01,田中,メール,課金について質問,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,55,1,0
INQ-00292,2024-01-13 10:00,2024-01-13 10:58,OP-07,山本,チャット,追跡番号を教えて,配送・到着,解決済,0,02_inquiry_log_B_202401.csv,58,1,0
INQ-00293,2024-01-13 16:09,2024-01-13 16:36,OP-03,佐藤,電話,不具合が発生した,製品不具合,対応中,0,02_inquiry_log_B_202401.csv,27,0,0
INQ-00294,2024-01-01 11:29,2024-01-01 11:38,OP-02,鈴木,電話,設定のやり方,使い方・操作方法,未解決,0,02_inquiry_log_B_202401.csv,9,0,0
INQ-00295,2024-01-13 12:33,2024-01-13 12:47,OP-01,田中,チャット,不具合が発生した,製品不具合,対応中,0,02_inquiry_log_B_202401.csv,14,0,0
INQ-00296,2024-01-25 13:15,2024-01-25 14:36,OP-06,渡辺,チャット,製品が壊れた,製品不具合,未解決,0,02_inquiry_log_B_202401.csv,81,0,0
INQ-00297,2024-01-19 11:54,2024-01-19 12:09,OP-06,渡辺,チャット,製品が壊れた,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,15,1,0
INQ-00298,2024-01-15 12:13,2024-01-15 12:54,OP-08,中村,SNS,操作方法がわからない,使い方・操作方法,エスカレ済,1,02_inquiry_log_B_202401.csv,41,0,1
INQ-00299,2024-01-08 17:28,2024-01-08 17:41,OP-02,鈴木,SNS,配送が遅延している,配送・到着,対応中,0,02_inquiry_log_B_202401.csv,13,0,0
INQ-00300,2024-01-02 16:42,2024-01-02 17:16,OP-01,田中,電話,支払い方法を変更したい,請求・支払い,対応中,0,02_inquiry_log_B_202401.csv,34,0,0
INQ-00301,2024-01-19 09:19,2024-01-19 10:00,OP-07,山本,SNS,故障している,製品不具合,エスカレ済,1,02_inquiry_log_B_202401.csv,41,0,1
INQ-00302,2024-01-05 09:00,2024-01-05 10:01,OP-05,伊藤,電話,エラーが出て動かない,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,61,1,0
INQ-00303,2024-01-26 09:09,2024-01-26 09:14,OP-05,伊藤,チャット,キャンセルしたい,返品・交換,解決済,0,02_inquiry_log_B_202401.csv,5,1,0
INQ-00304,2024-01-04 13:14,2024-01-04 14:39,OP-08,中村,SNS,不具合が発生した,製品不具合,エスカレ済,1,02_inquiry_log_B_202401.csv,85,0,1
INQ-00305,2024-01-08 14:41,2024-01-08 15:16,OP-08,中村,チャット,エラーが出て動かない,製品不具合,対応中,0,02_inquiry_log_B_202401.csv,35,0,0
INQ-00306,2024-01-27 11:51,2024-01-27 14:10,OP-05,伊藤,SNS,その他,その他,対応中,0,02_inquiry_log_B_202401.csv,139,0,0
INQ-00307,2024-01-15 10:53,2024-01-15 11:09,OP-03,佐藤,チャット,二重請求があった,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,16,1,0
INQ-00308,2024-01-24 11:15,2024-01-24 11:41,OP-05,伊藤,SNS,料金が間違っている,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,26,1,0
INQ-00309,2024-01-18 13:58,2024-01-18 16:16,OP-06,渡辺,チャット,課金について質問,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,138,1,0
INQ-00310,2024-01-19 09:21,2024-01-19 09:36,OP-05,伊藤,電話,how to use,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,15,1,0
INQ-00311,2024-01-05 11:32,2024-01-05 12:19,OP-06,渡辺,メール,課金について質問,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,47,1,0
INQ-00312,2024-01-25 11:12,2024-01-25 12:07,OP-08,中村,電話,その他の問い合わせ,その他,解決済,0,02_inquiry_log_B_202401.csv,55,1,0
INQ-00313,2024-01-20 11:49,2024-01-20 12:32,OP-06,渡辺,電話,故障している,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,43,1,0
INQ-00314,2024-01-03 15:20,2024-01-03 15:55,OP-06,渡辺,電話,how to use,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,35,1,0
INQ-00315,2024-01-22 10:39,2024-01-22 12:46,OP-06,渡辺,チャット,チュートリアルが必要,その他,解決済,0,02_inquiry_log_B_202401.csv,127,1,0
INQ-00316,2024-01-23 11:44,2024-01-23 13:22,OP-01,田中,SNS,製品が壊れた,製品不具合,未解決,0,02_inquiry_log_B_202401.csv,98,0,0
INQ-00317,2024-01-04 17:08,2024-01-04 17:41,OP-02,鈴木,チャット,チュートリアルが必要,その他,解決済,0,02_inquiry_log_B_202401.csv,33,1,0
INQ-00318,2024-01-19 15:08,2024-01-19 15:21,OP-05,伊藤,SNS,配送が遅延している,配送・到着,対応中,0,02_inquiry_log_B_202401.csv,13,0,0
INQ-00319,2024-01-02 10:47,2024-01-02 10:58,OP-02,鈴木,SNS,エラーが出て動かない,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,11,1,0
INQ-00320,2024-01-16 11:00,2024-01-16 11:31,OP-06,渡辺,チャット,詳細を確認したい,その他,解決済,0,02_inquiry_log_B_202401.csv,31,1,0
INQ-00321,2024-01-18 17:34,2024-01-18 18:07,OP-03,佐藤,メール,交換をお願いしたい,返品・交換,対応中,0,02_inquiry_log_B_202401.csv,33,0,0
INQ-00322,2024-01-19 14:53,2024-01-19 15:27,OP-03,佐藤,SNS,支払い方法を変更したい,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,34,1,0
INQ-00323,2024-01-13 13:09,2024-01-13 13:38,OP-06,渡辺,メール,二重請求があった,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,29,1,0
