student_id,student_name,subject,attendance_rate,midterm_score,final_score,assignment_rate,engagement_score,enrollment_month,course,source_file,score_imputed,dropout_risk_score,risk_category
SID-042,受講生042,国語,98.8,69.2,95.8,77.5,4,7,応用コース,01_受講生データ_A班_202401.csv,False,86.4,低リスク
SID-042,受講生042,情報,96.9,71.3,76.5,86.2,3,7,応用コース,01_受講生データ_A班_202401.csv,False,82.5,低リスク
SID-043,受講生043,数学,84.9,89.9,94.1,96.9,5,4,応用コース,01_受講生データ_A班_202401.csv,False,90.5,低リスク
SID-043,受講生043,英語,90.6,73.7,69.8,79.0,4,4,応用コース,01_受講生データ_A班_202401.csv,False,79.7,低リスク
SID-043,受講生043,物理,98.8,96.1,91.1,87.9,3,4,応用コース,01_受講生データ_A班_202401.csv,False,92.5,低リスク
SID-043,受講生043,国語,90.6,83.8,77.4,78.3,4,4,応用コース,01_受講生データ_A班_202401.csv,False,83.6,低リスク
SID-043,受講生043,情報,82.5,98.3,79.3,98.8,3,4,応用コース,01_受講生データ_A班_202401.csv,False,86.6,低リスク
SID-044,受講生044,数学,76.1,55.2,51.3,60.8,2,10,基礎コース,01_受講生データ_A班_202401.csv,False,61.1,中リスク
SID-044,受講生044,英語,67.4,72.9,53.0,75.2,2,10,基礎コース,01_受講生データ_A班_202401.csv,False,64.9,中リスク
SID-044,受講生044,物理,73.0,63.3,49.7,84.7,2,10,基礎コース,01_受講生データ_A班_202401.csv,False,65.3,低リスク
SID-044,受講生044,国語,81.4,68.5,56.7,63.8,3,10,基礎コース,01_受講生データ_A班_202401.csv,False,69.0,低リスク
SID-044,受講生044,情報,71.8,51.3,53.6,79.9,3,10,基礎コース,01_受講生データ_A班_202401.csv,False,63.2,中リスク
SID-045,受講生045,数学,77.5,68.8,64.8,65.3,2,10,基礎コース,01_受講生データ_A班_202401.csv,False,68.3,低リスク
SID-045,受講生045,英語,73.8,66.0,45.1,84.8,3,10,基礎コース,01_受講生データ_A班_202401.csv,False,66.6,低リスク
SID-045,受講生045,物理,70.6,51.6,56.5,63.2,2,10,基礎コース,01_受講生データ_A班_202401.csv,False,59.6,中リスク
SID-045,受講生045,国語,77.6,59.8,68.0,68.0,2,10,基礎コース,01_受講生データ_A班_202401.csv,False,67.2,低リスク
SID-045,受講生045,情報,79.5,61.5,61.5,75.0,2,10,基礎コース,01_受講生データ_A班_202401.csv,False,68.0,低リスク
SID-046,受講生046,数学,99.0,77.0,67.1,92.0,4,11,応用コース,01_受講生データ_A班_202401.csv,False,84.9,低リスク
SID-046,受講生046,英語,96.9,66.4,78.0,97.3,5,11,応用コース,01_受講生データ_A班_202401.csv,False,85.7,低リスク
SID-046,受講生046,物理,99.8,83.6,86.4,82.6,5,11,応用コース,01_受講生データ_A班_202401.csv,False,90.5,低リスク
SID-046,受講生046,国語,99.0,77.8,89.5,85.1,5,11,応用コース,01_受講生データ_A班_202401.csv,False,89.8,低リスク
SID-046,受講生046,情報,94.4,82.8,96.3,85.5,4,11,応用コース,01_受講生データ_A班_202401.csv,False,89.6,低リスク
SID-047,受講生047,数学,77.9,58.6,55.2,71.0,2,10,応用コース,01_受講生データ_A班_202401.csv,False,64.9,中リスク
SID-047,受講生047,英語,66.8,66.7,61.4,76.6,2,10,応用コース,01_受講生データ_A班_202401.csv,False,65.1,低リスク
SID-047,受講生047,物理,65.4,58.2,49.9,79.5,3,10,応用コース,01_受講生データ_A班_202401.csv,False,61.8,中リスク
SID-047,受講生047,国語,69.9,66.7,48.2,66.9,3,10,応用コース,01_受講生データ_A班_202401.csv,False,63.3,中リスク
SID-047,受講生047,情報,67.8,57.1,61.9,82.8,3,10,応用コース,01_受講生データ_A班_202401.csv,False,65.3,低リスク
SID-048,受講生048,数学,75.8,67.5,68.8,75.3,2,12,上級コース,01_受講生データ_A班_202401.csv,False,69.7,低リスク
SID-048,受講生048,英語,70.1,65.6,53.0,84.4,3,12,上級コース,01_受講生データ_A班_202401.csv,False,66.7,低リスク
SID-048,受講生048,物理,78.7,50.6,55.0,81.9,2,12,上級コース,01_受講生データ_A班_202401.csv,False,64.7,中リスク
SID-048,受講生048,国語,77.2,61.1,68.4,81.3,2,12,上級コース,01_受講生データ_A班_202401.csv,False,69.4,低リスク
SID-048,受講生048,情報,75.9,62.2,60.8,68.4,2,12,上級コース,01_受講生データ_A班_202401.csv,False,65.8,低リスク
SID-049,受講生049,数学,84.9,96.9,97.0,96.1,5,11,上級コース,01_受講生データ_A班_202401.csv,False,92.8,低リスク
SID-049,受講生049,英語,94.9,91.8,90.5,87.0,5,11,上級コース,01_受講生データ_A班_202401.csv,False,92.3,低リスク
SID-049,受講生049,物理,89.1,73.4,85.8,82.2,3,11,上級コース,01_受講生データ_A班_202401.csv,False,81.5,低リスク
SID-049,受講生049,国語,91.7,79.3,68.8,95.4,3,11,上級コース,01_受講生データ_A班_202401.csv,False,82.5,低リスク
SID-049,受講生049,情報,97.2,70.9,60.3,83.4,4,11,上級コース,01_受講生データ_A班_202401.csv,False,80.1,低リスク
SID-050,受講生050,数学,81.8,53.5,64.4,62.9,3,7,基礎コース,01_受講生データ_A班_202401.csv,False,66.8,低リスク
SID-050,受講生050,英語,72.8,75.0,49.8,63.8,2,7,基礎コース,01_受講生データ_A班_202401.csv,False,65.0,低リスク
SID-050,受講生050,物理,77.4,73.3,69.5,61.7,2,7,基礎コース,01_受講生データ_A班_202401.csv,False,69.8,低リスク
SID-050,受講生050,国語,67.8,69.8,51.8,82.1,2,7,基礎コース,01_受講生データ_A班_202401.csv,False,65.1,低リスク
SID-050,受講生050,情報,67.2,70.8,49.4,70.6,3,7,基礎コース,01_受講生データ_A班_202401.csv,False,64.2,中リスク
SID-051,受講生051,数学,76.0,62.5,62.2,76.3,2,7,応用コース,01_受講生データ_A班_202401.csv,False,67.4,低リスク
SID-051,受講生051,英語,85.0,62.9,47.4,78.2,3,7,応用コース,01_受講生データ_A班_202401.csv,False,69.2,低リスク
SID-051,受講生051,物理,84.5,58.0,56.5,70.6,2,7,応用コース,01_受講生データ_A班_202401.csv,False,67.2,低リスク
SID-051,受講生051,国語,78.4,58.8,64.7,80.8,2,7,応用コース,01_受講生データ_A班_202401.csv,False,68.5,低リスク
SID-051,受講生051,情報,81.4,60.4,53.0,78.7,3,7,応用コース,01_受講生データ_A班_202401.csv,False,68.5,低リスク
SID-052,受講生052,数学,74.8,72.3,48.6,82.0,3,12,基礎コース,01_受講生データ_A班_202401.csv,False,68.8,低リスク
SID-052,受講生052,英語,66.9,53.8,58.3,61.7,3,12,基礎コース,01_受講生データ_A班_202401.csv,False,60.3,中リスク
SID-052,受講生052,物理,65.0,60.9,64.4,60.9,2,12,基礎コース,01_受講生データ_A班_202401.csv,False,61.2,中リスク
SID-052,受講生052,国語,78.0,70.6,49.2,63.7,2,12,基礎コース,01_受講生データ_A班_202401.csv,False,65.6,低リスク
SID-052,受講生052,情報,81.5,63.5,65.5,62.3,3,12,基礎コース,01_受講生データ_A班_202401.csv,False,69.3,低リスク
SID-053,受講生053,数学,72.9,68.4,51.4,78.8,2,9,基礎コース,01_受講生データ_A班_202401.csv,False,66.0,低リスク
SID-053,受講生053,英語,80.0,61.6,54.2,65.5,3,9,基礎コース,01_受講生データ_A班_202401.csv,False,66.6,低リスク
SID-053,受講生053,物理,69.2,68.8,48.0,62.1,2,9,基礎コース,01_受講生データ_A班_202401.csv,False,61.6,中リスク
SID-053,受講生053,国語,68.5,70.6,55.0,84.8,2,9,基礎コース,01_受講生データ_A班_202401.csv,False,66.6,低リスク
SID-053,受講生053,情報,67.7,66.3,56.2,69.8,2,9,基礎コース,01_受講生データ_A班_202401.csv,False,63.2,中リスク
SID-054,受講生054,数学,84.5,71.8,49.8,65.5,3,4,基礎コース,01_受講生データ_A班_202401.csv,False,69.8,低リスク
SID-054,受講生054,英語,78.1,57.2,63.4,74.2,3,4,基礎コース,01_受講生データ_A班_202401.csv,False,67.9,低リスク
SID-054,受講生054,物理,81.6,67.8,45.7,61.2,3,4,基礎コース,01_受講生データ_A班_202401.csv,False,66.3,低リスク
SID-054,受講生054,国語,77.0,62.2,51.5,70.5,2,4,基礎コース,01_受講生データ_A班_202401.csv,False,64.6,中リスク
SID-054,受講生054,情報,81.5,64.0,54.6,66.8,3,4,基礎コース,01_受講生データ_A班_202401.csv,False,68.0,低リスク
SID-055,受講生055,数学,90.4,76.0,82.6,91.9,5,11,上級コース,01_受講生データ_A班_202401.csv,False,85.9,低リスク
SID-055,受講生055,英語,80.0,72.4,95.8,91.2,3,11,上級コース,01_受講生データ_A班_202401.csv,False,81.4,低リスク
SID-055,受講生055,物理,83.4,96.2,78.8,86.9,5,11,上級コース,01_受講生データ_A班_202401.csv,False,87.0,低リスク
SID-055,受講生055,国語,81.2,72.5,83.4,79.9,5,11,上級コース,01_受講生データ_A班_202401.csv,False,80.2,低リスク
SID-055,受講生055,情報,93.6,72.5,64.0,80.2,3,11,上級コース,01_受講生データ_A班_202401.csv,False,78.2,低リスク
SID-056,受講生056,数学,83.5,69.7,94.4,83.0,4,12,上級コース,01_受講生データ_A班_202401.csv,False,81.7,低リスク
SID-056,受講生056,英語,87.2,66.9,74.3,81.6,5,12,上級コース,01_受講生データ_A班_202401.csv,False,79.3,低リスク
SID-056,受講生056,物理,84.1,96.1,97.2,77.5,4,12,上級コース,01_受講生データ_A班_202401.csv,False,88.3,低リスク
SID-056,受講生056,国語,82.1,69.0,84.8,78.0,3,12,上級コース,01_受講生データ_A班_202401.csv,False,77.1,低リスク
SID-056,受講生056,情報,95.1,93.7,81.0,99.9,5,12,上級コース,01_受講生データ_A班_202401.csv,False,92.9,低リスク
SID-057,受講生057,数学,65.9,60.0,53.1,83.7,2,4,基礎コース,01_受講生データ_A班_202401.csv,False,62.5,中リスク
SID-057,受講生057,英語,81.1,54.3,69.5,72.5,3,4,基礎コース,01_受講生データ_A班_202401.csv,False,69.2,低リスク
SID-057,受講生057,物理,74.9,74.3,54.5,69.9,3,4,基礎コース,01_受講生データ_A班_202401.csv,False,68.7,低リスク
SID-057,受講生057,国語,67.6,58.0,49.8,62.6,3,4,基礎コース,01_受講生データ_A班_202401.csv,False,60.0,中リスク
SID-057,受講生057,情報,82.3,64.7,54.0,70.2,2,4,基礎コース,01_受講生データ_A班_202401.csv,False,67.6,低リスク
SID-058,受講生058,数学,59.0,52.4,48.0,43.7,1,5,上級コース,01_受講生データ_A班_202401.csv,False,49.9,中リスク
SID-058,受講生058,英語,49.9,35.8,37.0,46.2,1,5,上級コース,01_受講生データ_A班_202401.csv,False,40.7,中リスク
SID-058,受講生058,物理,56.6,31.2,30.4,43.3,2,5,上級コース,01_受講生データ_A班_202401.csv,False,41.4,中リスク
SID-058,受講生058,国語,42.8,25.8,41.7,43.6,2,5,上級コース,01_受講生データ_A班_202401.csv,False,37.6,高リスク
SID-058,受講生058,情報,56.9,46.4,27.7,58.9,1,5,上級コース,01_受講生データ_A班_202401.csv,False,45.9,中リスク
SID-059,受講生059,数学,98.6,85.9,86.8,76.3,4,5,基礎コース,01_受講生データ_A班_202401.csv,False,88.5,低リスク
SID-059,受講生059,英語,87.8,97.3,83.2,75.1,5,5,基礎コース,01_受講生データ_A班_202401.csv,False,88.0,低リスク
SID-059,受講生059,物理,80.8,88.8,82.5,75.7,4,5,基礎コース,01_受講生データ_A班_202401.csv,False,82.1,低リスク
SID-059,受講生059,国語,97.0,82.4,78.6,75.1,5,5,基礎コース,01_受講生データ_A班_202401.csv,False,86.5,低リスク
SID-059,受講生059,情報,95.7,76.6,95.2,84.3,5,5,基礎コース,01_受講生データ_A班_202401.csv,False,89.3,低リスク
SID-060,受講生060,数学,70.4,54.0,64.4,72.4,3,5,上級コース,01_受講生データ_A班_202401.csv,False,64.4,中リスク
SID-060,受講生060,英語,75.7,74.1,69.1,81.4,3,5,上級コース,01_受講生データ_A班_202401.csv,False,73.5,低リスク
SID-060,受講生060,物理,76.9,72.0,54.4,62.5,2,5,上級コース,01_受講生データ_A班_202401.csv,False,66.4,低リスク
SID-060,受講生060,国語,81.2,62.0,59.1,84.6,3,5,上級コース,01_受講生データ_A班_202401.csv,False,70.9,低リスク
SID-060,受講生060,情報,73.5,59.2,55.4,63.0,3,5,上級コース,01_受講生データ_A班_202401.csv,False,63.6,中リスク
SID-061,受講生061,数学,80.9,70.9,52.1,67.6,3,7,上級コース,01_受講生データ_A班_202401.csv,False,69.1,低リスク
SID-061,受講生061,英語,65.5,63.0,56.6,77.3,3,7,上級コース,01_受講生データ_A班_202401.csv,False,64.1,中リスク
SID-061,受講生061,物理,68.3,66.7,54.4,75.5,2,7,上級コース,01_受講生データ_A班_202401.csv,False,64.0,中リスク
SID-061,受講生061,国語,74.2,63.1,50.4,63.5,2,7,上級コース,01_受講生データ_A班_202401.csv,False,62.6,中リスク
SID-061,受講生061,情報,68.8,58.6,47.4,83.7,2,7,上級コース,01_受講生データ_A班_202401.csv,False,62.0,中リスク
SID-062,受講生062,数学,96.2,99.1,63.2,91.3,4,5,応用コース,01_受講生データ_A班_202401.csv,False,88.5,低リスク
SID-062,受講生062,英語,97.4,87.2,77.2,85.8,4,5,応用コース,01_受講生データ_A班_202401.csv,False,88.0,低リスク
SID-062,受講生062,物理,90.7,99.8,98.3,76.0,3,5,応用コース,01_受講生データ_A班_202401.csv,False,90.3,低リスク
SID-062,受講生062,国語,94.1,75.6,96.1,76.1,3,5,応用コース,01_受講生データ_A班_202401.csv,False,85.0,低リスク
SID-062,受講生062,情報,96.7,69.1,62.4,95.9,5,5,応用コース,01_受講生データ_A班_202401.csv,False,83.0,低リスク
SID-063,受講生063,数学,68.1,63.4,67.9,74.2,3,7,上級コース,01_受講生データ_A班_202401.csv,False,66.9,低リスク
SID-063,受講生063,英語,73.9,51.6,69.2,67.8,2,7,上級コース,01_受講生データ_A班_202401.csv,False,64.0,中リスク
SID-063,受講生063,物理,68.8,57.2,69.1,62.4,3,7,上級コース,01_受講生データ_A班_202401.csv,False,64.1,中リスク
SID-063,受講生063,国語,79.2,70.8,69.4,81.1,3,7,上級コース,01_受講生データ_A班_202401.csv,False,74.0,低リスク
SID-063,受講生063,情報,83.9,53.2,64.9,73.6,2,7,上級コース,01_受講生データ_A班_202401.csv,False,67.9,低リスク
SID-064,受講生064,数学,67.0,54.0,41.1,46.9,2,4,上級コース,01_受講生データ_A班_202401.csv,False,53.5,中リスク
SID-064,受講生064,英語,53.7,33.5,30.8,43.7,1,4,上級コース,01_受講生データ_A班_202401.csv,False,39.9,高リスク
SID-064,受講生064,物理,42.3,47.3,33.4,62.6,1,4,上級コース,01_受講生データ_A班_202401.csv,False,42.7,中リスク
SID-064,受講生064,国語,58.4,21.2,24.7,37.2,1,4,上級コース,01_受講生データ_A班_202401.csv,False,36.3,高リスク
SID-064,受講生064,情報,46.6,38.1,48.1,64.2,2,4,上級コース,01_受講生データ_A班_202401.csv,False,46.3,中リスク
SID-065,受講生065,数学,69.7,51.2,48.8,61.6,2,5,上級コース,01_受講生データ_A班_202401.csv,False,57.4,中リスク
SID-065,受講生065,英語,76.4,72.8,58.4,75.6,2,5,上級コース,01_受講生データ_A班_202401.csv,False,69.2,低リスク
SID-065,受講生065,物理,69.0,70.0,60.4,81.6,3,5,上級コース,01_受講生データ_A班_202401.csv,False,68.5,低リスク
SID-065,受講生065,国語,72.0,52.3,50.6,70.9,3,5,上級コース,01_受講生データ_A班_202401.csv,False,61.5,中リスク
SID-065,受講生065,情報,83.9,59.5,64.3,73.5,2,5,上級コース,01_受講生データ_A班_202401.csv,False,69.4,低リスク
SID-066,受講生066,数学,86.4,87.9,86.9,85.9,3,12,応用コース,01_受講生データ_A班_202401.csv,False,85.0,低リスク
SID-066,受講生066,英語,84.6,90.3,66.8,98.4,5,12,応用コース,01_受講生データ_A班_202401.csv,False,85.3,低リスク
SID-066,受講生066,物理,82.1,82.4,80.8,87.7,3,12,応用コース,01_受講生データ_A班_202401.csv,False,81.1,低リスク
SID-066,受講生066,国語,88.7,99.8,79.5,86.9,5,12,応用コース,01_受講生データ_A班_202401.csv,False,89.9,低リスク
SID-066,受講生066,情報,81.3,85.8,69.1,90.9,4,12,応用コース,01_受講生データ_A班_202401.csv,False,81.1,低リスク
SID-067,受講生067,数学,66.0,74.5,56.7,82.4,2,8,応用コース,01_受講生データ_A班_202401.csv,False,66.7,低リスク
SID-067,受講生067,英語,66.2,70.6,61.2,79.5,2,8,応用コース,01_受講生データ_A班_202401.csv,False,66.2,低リスク
SID-067,受講生067,物理,73.6,65.9,66.4,75.8,2,8,応用コース,01_受講生データ_A班_202401.csv,False,68.1,低リスク
SID-067,受講生067,国語,78.3,66.8,69.0,69.3,2,8,応用コース,01_受講生データ_A班_202401.csv,False,69.5,低リスク
SID-067,受講生067,情報,73.5,70.3,57.6,78.4,2,8,応用コース,01_受講生データ_A班_202401.csv,False,67.8,低リスク
SID-068,受講生068,数学,84.3,91.1,65.2,80.0,4,9,基礎コース,01_受講生データ_A班_202401.csv,False,81.1,低リスク
SID-068,受講生068,英語,92.5,91.2,95.8,81.8,4,9,基礎コース,01_受講生データ_A班_202401.csv,False,90.4,低リスク
SID-068,受講生068,物理,99.1,70.4,67.9,82.3,3,9,基礎コース,01_受講生データ_A班_202401.csv,False,80.7,低リスク
SID-068,受講生068,国語,90.6,95.9,90.4,92.7,5,9,基礎コース,01_受講生データ_A班_202401.csv,False,92.7,低リスク
SID-068,受講生068,情報,87.2,81.7,65.9,81.8,3,9,基礎コース,01_受講生データ_A班_202401.csv,False,78.9,低リスク
SID-069,受講生069,数学,86.2,69.5,82.0,92.6,3,8,基礎コース,01_受講生データ_A班_202401.csv,False,80.3,低リスク
SID-069,受講生069,英語,89.6,92.4,89.9,95.4,3,8,基礎コース,01_受講生データ_A班_202401.csv,False,89.2,低リスク
SID-069,受講生069,物理,89.0,93.7,69.6,84.0,3,8,基礎コース,01_受講生データ_A班_202401.csv,False,83.6,低リスク
SID-069,受講生069,国語,89.3,78.7,69.6,93.8,3,8,基礎コース,01_受講生データ_A班_202401.csv,False,81.4,低リスク
SID-069,受講生069,情報,86.3,74.5,65.2,86.0,5,8,基礎コース,01_受講生データ_A班_202401.csv,False,79.8,低リスク
SID-070,受講生070,数学,51.1,28.3,42.9,62.6,1,6,応用コース,01_受講生データ_A班_202401.csv,False,42.9,中リスク
SID-070,受講生070,英語,54.9,42.5,46.0,65.0,1,6,応用コース,01_受講生データ_A班_202401.csv,False,48.8,中リスク
SID-070,受講生070,物理,66.7,51.8,43.7,46.1,2,6,応用コース,01_受講生データ_A班_202401.csv,False,53.2,中リスク
SID-070,受講生070,国語,42.4,20.6,34.3,47.3,1,6,応用コース,01_受講生データ_A班_202401.csv,False,33.9,高リスク
SID-070,受講生070,情報,57.0,39.3,45.1,33.8,1,6,応用コース,01_受講生データ_A班_202401.csv,False,43.9,中リスク
SID-071,受講生071,数学,69.5,69.8,66.2,84.9,3,8,上級コース,01_受講生データ_A班_202401.csv,False,70.2,低リスク
SID-071,受講生071,英語,82.8,57.9,55.0,66.7,3,8,上級コース,01_受講生データ_A班_202401.csv,False,67.0,低リスク
SID-071,受講生071,物理,77.1,73.5,53.6,73.9,3,8,上級コース,01_受講生データ_A班_202401.csv,False,69.7,低リスク
SID-071,受講生071,国語,68.4,54.9,46.4,83.7,2,8,上級コース,01_受講生データ_A班_202401.csv,False,60.8,中リスク
SID-071,受講生071,情報,73.1,70.9,62.0,64.8,3,8,上級コース,01_受講生データ_A班_202401.csv,False,67.9,低リスク
SID-072,受講生072,数学,64.4,29.3,47.4,34.9,1,9,応用コース,01_受講生データ_A班_202401.csv,False,44.6,中リスク
SID-072,受講生072,英語,60.3,48.5,27.1,39.7,1,9,応用コース,01_受講生データ_A班_202401.csv,False,44.6,中リスク
SID-072,受講生072,物理,47.9,35.0,33.0,38.9,2,9,応用コース,01_受講生データ_A班_202401.csv,False,39.2,高リスク
SID-072,受講生072,国語,63.3,47.0,31.3,59.2,2,9,応用コース,01_受講生データ_A班_202401.csv,False,50.3,中リスク
SID-072,受講生072,情報,40.1,40.0,49.8,31.4,1,9,応用コース,01_受講生データ_A班_202401.csv,False,38.7,高リスク
SID-073,受講生073,数学,84.2,83.2,92.4,77.2,3,4,基礎コース,01_受講生データ_A班_202401.csv,False,82.8,低リスク
SID-073,受講生073,英語,94.9,78.0,67.6,79.9,4,4,基礎コース,01_受講生データ_A班_202401.csv,False,82.0,低リスク
SID-073,受講生073,物理,88.2,81.8,94.5,91.1,5,4,基礎コース,01_受講生データ_A班_202401.csv,False,88.9,低リスク
SID-073,受講生073,国語,99.7,79.4,76.1,98.1,5,4,基礎コース,01_受講生データ_A班_202401.csv,False,89.7,低リスク
SID-073,受講生073,情報,84.9,90.5,90.2,77.4,4,4,基礎コース,01_受講生データ_A班_202401.csv,False,85.7,低リスク
SID-074,受講生074,数学,69.0,54.6,56.6,67.2,2,5,応用コース,01_受講生データ_A班_202401.csv,False,60.4,中リスク
SID-074,受講生074,英語,80.9,72.7,65.1,66.7,3,5,応用コース,01_受講生データ_A班_202401.csv,False,72.0,低リスク
SID-074,受講生074,物理,70.1,53.4,68.6,70.1,2,5,応用コース,01_受講生データ_A班_202401.csv,False,63.4,中リスク
SID-074,受講生074,国語,69.5,71.2,55.0,60.9,2,5,応用コース,01_受講生データ_A班_202401.csv,False,63.5,中リスク
SID-074,受講生074,情報,77.8,69.6,50.3,82.9,2,5,応用コース,01_受講生データ_A班_202401.csv,False,68.4,低リスク
SID-075,受講生075,数学,82.0,71.2,50.7,61.3,3,12,基礎コース,01_受講生データ_A班_202401.csv,False,68.3,低リスク
SID-075,受講生075,英語,71.1,65.5,64.0,63.2,3,12,基礎コース,01_受講生データ_A班_202401.csv,False,66.0,低リスク
SID-075,受講生075,物理,80.6,73.5,63.2,71.0,2,12,基礎コース,01_受講生データ_A班_202401.csv,False,71.1,低リスク
SID-075,受講生075,国語,75.5,68.6,65.5,78.7,3,12,基礎コース,01_受講生データ_A班_202401.csv,False,71.0,低リスク
SID-075,受講生075,情報,70.8,52.9,51.0,72.6,3,12,基礎コース,01_受講生データ_A班_202401.csv,False,61.6,中リスク
SID-076,受講生076,数学,91.7,78.8,91.5,97.8,4,12,基礎コース,01_受講生データ_A班_202401.csv,False,88.5,低リスク
SID-076,受講生076,英語,84.9,90.8,87.1,88.1,5,12,基礎コース,01_受講生データ_A班_202401.csv,False,88.0,低リスク
SID-076,受講生076,物理,95.9,98.6,88.9,97.9,3,12,基礎コース,01_受講生データ_A班_202401.csv,False,93.2,低リスク
SID-076,受講生076,国語,99.7,77.3,85.5,86.8,3,12,基礎コース,01_受講生データ_A班_202401.csv,False,86.8,低リスク
SID-076,受講生076,情報,81.9,79.4,95.0,82.1,5,12,基礎コース,01_受講生データ_A班_202401.csv,False,84.8,低リスク
SID-077,受講生077,数学,80.8,59.6,69.5,82.1,3,6,応用コース,01_受講生データ_A班_202401.csv,False,71.9,低リスク
SID-077,受講生077,英語,80.4,58.4,60.2,76.5,2,6,応用コース,01_受講生データ_A班_202401.csv,False,67.5,低リスク
SID-077,受講生077,物理,81.6,50.6,50.5,77.8,2,6,応用コース,01_受講生データ_A班_202401.csv,False,64.2,中リスク
SID-077,受講生077,国語,74.9,51.4,53.7,81.6,3,6,応用コース,01_受講生データ_A班_202401.csv,False,64.5,中リスク
SID-077,受講生077,情報,65.6,59.9,68.6,61.3,2,6,応用コース,01_受講生データ_A班_202401.csv,False,62.1,中リスク
SID-078,受講生078,数学,85.2,95.3,89.8,97.1,5,5,応用コース,01_受講生データ_A班_202401.csv,False,91.2,低リスク
SID-078,受講生078,英語,84.3,83.6,91.2,81.1,5,5,応用コース,01_受講生データ_A班_202401.csv,False,85.8,低リスク
SID-078,受講生078,物理,80.5,98.5,88.4,90.9,3,5,応用コース,01_受講生データ_A班_202401.csv,False,86.6,低リスク
SID-078,受講生078,国語,94.9,83.6,79.0,86.2,3,5,応用コース,01_受講生データ_A班_202401.csv,False,85.3,低リスク
SID-078,受講生078,情報,84.0,96.1,92.5,83.7,4,5,応用コース,01_受講生データ_A班_202401.csv,False,88.2,低リスク
SID-079,受講生079,数学,91.6,69.9,98.9,97.6,5,9,基礎コース,01_受講生データ_A班_202401.csv,False,89.0,低リスク
SID-079,受講生079,英語,86.6,70.9,68.5,77.3,5,9,基礎コース,01_受講生データ_A班_202401.csv,False,78.3,低リスク
SID-079,受講生079,物理,82.4,67.5,99.6,76.9,3,9,基礎コース,01_受講生データ_A班_202401.csv,False,79.7,低リスク
SID-079,受講生079,国語,96.5,85.3,91.0,90.8,3,9,基礎コース,01_受講生データ_A班_202401.csv,False,89.4,低リスク
SID-079,受講生079,情報,97.6,87.3,80.9,92.8,4,9,基礎コース,01_受講生データ_A班_202401.csv,False,89.8,低リスク
SID-080,受講生080,数学,50.4,36.4,25.1,57.9,1,6,応用コース,01_受講生データ_A班_202401.csv,False,40.4,中リスク
SID-080,受講生080,英語,47.8,25.4,27.4,59.5,2,6,応用コース,01_受講生データ_A班_202401.csv,False,38.7,高リスク
SID-080,受講生080,物理,60.6,50.0,22.3,56.8,1,6,応用コース,01_受講生データ_A班_202401.csv,False,46.7,中リスク
SID-080,受講生080,国語,49.2,27.6,40.7,61.8,1,6,応用コース,01_受講生データ_A班_202401.csv,False,41.5,中リスク
SID-080,受講生080,情報,57.1,30.1,36.6,51.8,1,6,応用コース,01_受講生データ_A班_202401.csv,False,42.6,中リスク
SID-081,受講生081,数学,77.2,65.6,48.4,77.3,3,12,応用コース,02_student_data_B_202401.csv,False,67.2,低リスク
SID-081,受講生081,英語,78.7,51.9,56.2,70.2,3,12,応用コース,02_student_data_B_202401.csv,False,64.8,中リスク
SID-081,受講生081,物理,66.7,55.6,56.0,78.6,3,12,応用コース,02_student_data_B_202401.csv,False,62.7,中リスク
SID-081,受講生081,国語,81.6,63.6,64.0,71.8,2,12,応用コース,02_student_data_B_202401.csv,False,69.3,低リスク
SID-081,受講生081,情報,75.0,65.5,68.2,72.3,3,12,応用コース,02_student_data_B_202401.csv,False,69.6,低リスク
SID-082,受講生082,数学,77.0,68.4,46.8,72.9,3,8,上級コース,02_student_data_B_202401.csv,False,66.8,低リスク
SID-082,受講生082,英語,74.6,73.0,57.3,71.7,3,8,上級コース,02_student_data_B_202401.csv,False,69.1,低リスク
SID-082,受講生082,物理,74.0,54.5,50.4,62.4,3,8,上級コース,02_student_data_B_202401.csv,False,61.5,中リスク
SID-082,受講生082,国語,65.0,60.8,64.2,78.3,3,8,上級コース,02_student_data_B_202401.csv,False,65.0,低リスク
SID-082,受講生082,情報,76.4,53.9,68.5,64.2,2,8,上級コース,02_student_data_B_202401.csv,False,64.8,中リスク
SID-083,受講生083,数学,77.5,58.2,61.0,70.3,2,12,上級コース,02_student_data_B_202401.csv,False,65.7,低リスク
SID-083,受講生083,英語,69.6,72.6,57.5,78.9,3,12,上級コース,02_student_data_B_202401.csv,False,68.3,低リスク
SID-083,受講生083,物理,82.0,75.0,50.6,67.2,2,12,上級コース,02_student_data_B_202401.csv,False,68.9,低リスク
SID-083,受講生083,国語,70.3,64.6,69.8,84.8,2,12,上級コース,02_student_data_B_202401.csv,False,68.7,低リスク
SID-083,受講生083,情報,75.5,66.0,66.5,83.3,2,12,上級コース,02_student_data_B_202401.csv,False,70.0,低リスク
SID-084,受講生084,数学,75.6,70.8,52.6,71.0,2,12,基礎コース,02_student_data_B_202401.csv,False,66.6,低リスク
SID-084,受講生084,英語,84.7,74.6,67.7,80.0,3,12,基礎コース,02_student_data_B_202401.csv,False,76.3,低リスク
SID-084,受講生084,物理,71.4,63.7,59.0,72.6,2,12,基礎コース,02_student_data_B_202401.csv,False,64.9,中リスク
