staff_id,name,store_id,employment_type,hourly_wage,work_date,clock_in,clock_out,break_minutes,work_hours,late_night,base_wage,late_night_premium,total_wage,overtime_hours,source_file
R001-S10,スタッフR00110,R001_新宿店,アルバイト,1073,2024-01-21,18:30,02:18,45,7.8,True,8369.4,2092.35,10461.75,0.0,shift_R001_202401.csv
R001-S11,スタッフR00111,R001_新宿店,アルバイト,1147,2024-01-21,19:00,02:24,45,7.4,True,8487.8,2121.95,10609.75,0.0,shift_R001_202401.csv
R001-S13,スタッフR00113,R001_新宿店,アルバイト,1141,2024-01-21,15:00,21:36,45,6.6,False,7530.6,0.0,7530.6,0.0,shift_R001_202401.csv
R001-S14,スタッフR00114,R001_新宿店,アルバイト,1138,2024-01-21,11:30,14:54,0,3.4,False,3869.2,0.0,3869.2,0.0,shift_R001_202401.csv
R001-S16,スタッフR00116,R001_新宿店,アルバイト,1061,2024-01-21,18:00,01:12,45,7.2,True,7639.2,1909.8,9549.0,0.0,shift_R001_202401.csv
R001-S18,スタッフR00118,R001_新宿店,アルバイト,1187,2024-01-21,17:30,01:12,45,7.7,True,9139.9,2284.98,11424.88,0.0,shift_R001_202401.csv
R001-S19,スタッフR00119,R001_新宿店,パート,1131,2024-01-21,16:30,20:42,0,4.2,False,4750.2,0.0,4750.2,0.0,shift_R001_202401.csv
R001-S20,スタッフR00120,R001_新宿店,アルバイト,1146,2024-01-21,15:00,18:06,0,3.1,False,3552.6,0.0,3552.6,0.0,shift_R001_202401.csv
R001-S01,スタッフR00101,R001_新宿店,アルバイト,1090,2024-01-22,21:30,04:30,45,7.0,True,7630.0,1907.5,9537.5,0.0,shift_R001_202401.csv
R001-S03,スタッフR00103,R001_新宿店,アルバイト,1137,2024-01-22,17:00,23:48,45,6.8,True,7731.6,1932.9,9664.5,0.0,shift_R001_202401.csv
R001-S04,スタッフR00104,R001_新宿店,アルバイト,1121,2024-01-22,19:00,02:30,45,7.5,True,8407.5,2101.88,10509.38,0.0,shift_R001_202401.csv
R001-S06,スタッフR00106,R001_新宿店,アルバイト,1105,2024-01-22,12:30,16:06,0,3.6,False,3978.0,0.0,3978.0,0.0,shift_R001_202401.csv
R001-S07,スタッフR00107,R001_新宿店,パート,1295,2024-01-22,14:00,17:12,0,3.2,False,4144.0,0.0,4144.0,0.0,shift_R001_202401.csv
R001-S08,スタッフR00108,R001_新宿店,アルバイト,1136,2024-01-22,19:30,22:48,0,3.3,True,3748.8,937.2,4686.0,0.0,shift_R001_202401.csv
R001-S09,スタッフR00109,R001_新宿店,アルバイト,1076,2024-01-22,17:00,23:12,45,6.2,True,6671.2,1667.8,8339.0,0.0,shift_R001_202401.csv
R001-S10,スタッフR00110,R001_新宿店,アルバイト,1073,2024-01-22,21:00,01:30,0,4.5,True,4828.5,1207.12,6035.62,0.0,shift_R001_202401.csv
R001-S12,スタッフR00112,R001_新宿店,アルバイト,1074,2024-01-22,19:30,23:24,0,3.9,True,4188.6,1047.15,5235.75,0.0,shift_R001_202401.csv
R001-S13,スタッフR00113,R001_新宿店,アルバイト,1141,2024-01-22,18:30,21:48,0,3.3,False,3765.3,0.0,3765.3,0.0,shift_R001_202401.csv
R001-S14,スタッフR00114,R001_新宿店,アルバイト,1138,2024-01-22,18:00,23:00,0,5.0,True,5690.0,1422.5,7112.5,0.0,shift_R001_202401.csv
R001-S15,スタッフR00115,R001_新宿店,アルバイト,1117,2024-01-22,20:30,04:24,45,7.9,True,8824.3,2206.07,11030.37,0.0,shift_R001_202401.csv
R001-S16,スタッフR00116,R001_新宿店,アルバイト,1061,2024-01-22,10:30,17:24,45,6.9,False,7320.9,0.0,7320.9,0.0,shift_R001_202401.csv
R001-S17,スタッフR00117,R001_新宿店,アルバイト,1167,2024-01-22,21:00,03:54,45,6.9,True,8052.3,2013.08,10065.38,0.0,shift_R001_202401.csv
R001-S18,スタッフR00118,R001_新宿店,アルバイト,1187,2024-01-22,15:00,18:12,0,3.2,False,3798.4,0.0,3798.4,0.0,shift_R001_202401.csv
R001-S19,スタッフR00119,R001_新宿店,パート,1131,2024-01-22,20:00,03:12,45,7.2,True,8143.2,2035.8,10179.0,0.0,shift_R001_202401.csv
R001-S20,スタッフR00120,R001_新宿店,アルバイト,1146,2024-01-22,21:30,03:42,45,6.2,True,7105.2,1776.3,8881.5,0.0,shift_R001_202401.csv
R001-S01,スタッフR00101,R001_新宿店,アルバイト,1090,2024-01-23,11:30,14:42,0,3.2,False,3488.0,0.0,3488.0,0.0,shift_R001_202401.csv
R001-S02,スタッフR00102,R001_新宿店,アルバイト,1158,2024-01-23,13:00,17:36,0,4.6,False,5326.8,0.0,5326.8,0.0,shift_R001_202401.csv
R001-S03,スタッフR00103,R001_新宿店,アルバイト,1137,2024-01-23,16:30,20:48,0,4.3,False,4889.1,0.0,4889.1,0.0,shift_R001_202401.csv
R001-S04,スタッフR00104,R001_新宿店,アルバイト,1121,2024-01-23,13:30,18:18,0,4.8,False,5380.8,0.0,5380.8,0.0,shift_R001_202401.csv
R001-S05,スタッフR00105,R001_新宿店,パート,1139,2024-01-23,20:30,00:54,0,4.4,True,5011.6,1252.9,6264.5,0.0,shift_R001_202401.csv
R001-S06,スタッフR00106,R001_新宿店,アルバイト,1105,2024-01-23,16:30,23:12,45,6.7,True,7403.5,1850.88,9254.38,0.0,shift_R001_202401.csv
R001-S07,スタッフR00107,R001_新宿店,パート,1295,2024-01-23,16:30,00:24,45,7.9,True,10230.5,2557.62,12788.12,0.0,shift_R001_202401.csv
R001-S08,スタッフR00108,R001_新宿店,アルバイト,1136,2024-01-23,17:30,01:06,45,7.6,True,8633.6,2158.4,10792.0,0.0,shift_R001_202401.csv
R001-S09,スタッフR00109,R001_新宿店,アルバイト,1076,2024-01-23,11:30,14:54,0,3.4,False,3658.4,0.0,3658.4,0.0,shift_R001_202401.csv
R001-S10,スタッフR00110,R001_新宿店,アルバイト,1073,2024-01-23,12:30,17:06,0,4.6,False,4935.8,0.0,4935.8,0.0,shift_R001_202401.csv
R001-S12,スタッフR00112,R001_新宿店,アルバイト,1074,2024-01-23,14:30,20:30,45,6.0,False,6444.0,0.0,6444.0,0.0,shift_R001_202401.csv
R001-S13,スタッフR00113,R001_新宿店,アルバイト,1141,2024-01-23,21:30,02:18,0,4.8,True,5476.8,1369.2,6846.0,0.0,shift_R001_202401.csv
R001-S15,スタッフR00115,R001_新宿店,アルバイト,1117,2024-01-23,15:30,19:54,0,4.4,False,4914.8,0.0,4914.8,0.0,shift_R001_202401.csv
R001-S16,スタッフR00116,R001_新宿店,アルバイト,1061,2024-01-23,10:00,16:24,45,6.4,False,6790.4,0.0,6790.4,0.0,shift_R001_202401.csv
R001-S17,スタッフR00117,R001_新宿店,アルバイト,1167,2024-01-23,18:00,01:48,45,7.8,True,9102.6,2275.65,11378.25,0.0,shift_R001_202401.csv
R001-S19,スタッフR00119,R001_新宿店,パート,1131,2024-01-23,17:00,20:36,0,3.6,False,4071.6,0.0,4071.6,0.0,shift_R001_202401.csv
R001-S20,スタッフR00120,R001_新宿店,アルバイト,1146,2024-01-23,20:30,01:18,0,4.8,True,5500.8,1375.2,6876.0,0.0,shift_R001_202401.csv
R001-S01,スタッフR00101,R001_新宿店,アルバイト,1090,2024-01-24,10:00,16:24,45,6.4,False,6976.0,0.0,6976.0,0.0,shift_R001_202401.csv
R001-S02,スタッフR00102,R001_新宿店,アルバイト,1158,2024-01-24,15:30,22:18,45,6.8,True,7874.4,1968.6,9843.0,0.0,shift_R001_202401.csv
R001-S03,スタッフR00103,R001_新宿店,アルバイト,1137,2024-01-24,18:30,23:30,0,5.0,True,5685.0,1421.25,7106.25,0.0,shift_R001_202401.csv
R001-S04,スタッフR00104,R001_新宿店,アルバイト,1121,2024-01-24,13:00,16:06,0,3.1,False,3475.1,0.0,3475.1,0.0,shift_R001_202401.csv
R001-S05,スタッフR00105,R001_新宿店,パート,1139,2024-01-24,18:30,02:06,45,7.6,True,8656.4,2164.1,10820.5,0.0,shift_R001_202401.csv
R001-S07,スタッフR00107,R001_新宿店,パート,1295,2024-01-24,21:30,01:35,0,4.1,True,5309.5,1327.38,6636.88,0.0,shift_R001_202401.csv
R001-S08,スタッフR00108,R001_新宿店,アルバイト,1136,2024-01-24,21:30,01:30,0,4.0,True,4544.0,1136.0,5680.0,0.0,shift_R001_202401.csv
R001-S12,スタッフR00112,R001_新宿店,アルバイト,1074,2024-01-24,11:30,17:48,45,6.3,False,6766.2,0.0,6766.2,0.0,shift_R001_202401.csv
R001-S13,スタッフR00113,R001_新宿店,アルバイト,1141,2024-01-24,18:30,02:00,45,7.5,True,8557.5,2139.38,10696.88,0.0,shift_R001_202401.csv
R001-S14,スタッフR00114,R001_新宿店,アルバイト,1138,2024-01-24,21:00,04:00,45,7.0,True,7966.0,1991.5,9957.5,0.0,shift_R001_202401.csv
R001-S15,スタッフR00115,R001_新宿店,アルバイト,1117,2024-01-24,11:00,18:00,45,7.0,False,7819.0,0.0,7819.0,0.0,shift_R001_202401.csv
R001-S16,スタッフR00116,R001_新宿店,アルバイト,1061,2024-01-24,17:00,21:48,0,4.8,False,5092.8,0.0,5092.8,0.0,shift_R001_202401.csv
R001-S17,スタッフR00117,R001_新宿店,アルバイト,1167,2024-01-24,17:00,23:06,45,6.1,True,7118.7,1779.68,8898.38,0.0,shift_R001_202401.csv
R001-S19,スタッフR00119,R001_新宿店,パート,1131,2024-01-24,21:30,03:06,0,5.6,True,6333.6,1583.4,7917.0,0.0,shift_R001_202401.csv
R001-S20,スタッフR00120,R001_新宿店,アルバイト,1146,2024-01-24,19:00,22:36,0,3.6,True,4125.6,1031.4,5157.0,0.0,shift_R001_202401.csv
R001-S01,スタッフR00101,R001_新宿店,アルバイト,1090,2024-01-25,11:30,16:48,0,5.3,False,5777.0,0.0,5777.0,0.0,shift_R001_202401.csv
R001-S02,スタッフR00102,R001_新宿店,アルバイト,1158,2024-01-25,12:00,18:48,45,6.8,False,7874.4,0.0,7874.4,0.0,shift_R001_202401.csv
R001-S04,スタッフR00104,R001_新宿店,アルバイト,1121,2024-01-25,10:00,15:36,0,5.6,False,6277.6,0.0,6277.6,0.0,shift_R001_202401.csv
R001-S05,スタッフR00105,R001_新宿店,パート,1139,2024-01-25,12:30,20:12,45,7.7,False,8770.3,0.0,8770.3,0.0,shift_R001_202401.csv
R001-S06,スタッフR00106,R001_新宿店,アルバイト,1105,2024-01-25,18:30,01:42,45,7.2,True,7956.0,1989.0,9945.0,0.0,shift_R001_202401.csv
R001-S07,スタッフR00107,R001_新宿店,パート,1295,2024-01-25,20:30,00:06,0,3.6,True,4662.0,1165.5,5827.5,0.0,shift_R001_202401.csv
R001-S08,スタッフR00108,R001_新宿店,アルバイト,1136,2024-01-25,18:00,23:30,0,5.5,True,6248.0,1562.0,7810.0,0.0,shift_R001_202401.csv
R001-S10,スタッフR00110,R001_新宿店,アルバイト,1073,2024-01-25,12:00,18:18,45,6.3,False,6759.9,0.0,6759.9,0.0,shift_R001_202401.csv
R001-S11,スタッフR00111,R001_新宿店,アルバイト,1147,2024-01-25,19:30,02:42,45,7.2,True,8258.4,2064.6,10323.0,0.0,shift_R001_202401.csv
R001-S12,スタッフR00112,R001_新宿店,アルバイト,1074,2024-01-25,10:00,13:12,0,3.2,False,3436.8,0.0,3436.8,0.0,shift_R001_202401.csv
R001-S13,スタッフR00113,R001_新宿店,アルバイト,1141,2024-01-25,19:30,01:48,45,6.3,True,7188.3,1797.08,8985.38,0.0,shift_R001_202401.csv
R001-S14,スタッフR00114,R001_新宿店,アルバイト,1138,2024-01-25,16:00,21:30,0,5.5,False,6259.0,0.0,6259.0,0.0,shift_R001_202401.csv
R001-S15,スタッフR00115,R001_新宿店,アルバイト,1117,2024-01-25,14:30,19:54,0,5.4,False,6031.8,0.0,6031.8,0.0,shift_R001_202401.csv
R001-S16,スタッフR00116,R001_新宿店,アルバイト,1061,2024-01-25,20:30,01:00,0,4.5,True,4774.5,1193.62,5968.12,0.0,shift_R001_202401.csv
R001-S19,スタッフR00119,R001_新宿店,パート,1131,2024-01-25,17:30,21:30,0,4.0,False,4524.0,0.0,4524.0,0.0,shift_R001_202401.csv
R001-S20,スタッフR00120,R001_新宿店,アルバイト,1146,2024-01-25,15:30,22:12,45,6.7,True,7678.2,1919.55,9597.75,0.0,shift_R001_202401.csv
R001-S01,スタッフR00101,R001_新宿店,アルバイト,1090,2024-01-26,16:00,22:48,45,6.8,True,7412.0,1853.0,9265.0,0.0,shift_R001_202401.csv
R001-S02,スタッフR00102,R001_新宿店,アルバイト,1158,2024-01-26,11:30,15:42,0,4.2,False,4863.6,0.0,4863.6,0.0,shift_R001_202401.csv
R001-S04,スタッフR00104,R001_新宿店,アルバイト,1121,2024-01-26,12:00,15:18,0,3.3,False,3699.3,0.0,3699.3,0.0,shift_R001_202401.csv
R001-S05,スタッフR00105,R001_新宿店,パート,1139,2024-01-26,19:30,23:42,0,4.2,True,4783.8,1195.95,5979.75,0.0,shift_R001_202401.csv
R001-S06,スタッフR00106,R001_新宿店,アルバイト,1105,2024-01-26,12:30,20:12,45,7.7,False,8508.5,0.0,8508.5,0.0,shift_R001_202401.csv
R001-S07,スタッフR00107,R001_新宿店,パート,1295,2024-01-26,13:00,18:30,0,5.5,False,7122.5,0.0,7122.5,0.0,shift_R001_202401.csv
R001-S08,スタッフR00108,R001_新宿店,アルバイト,1136,2024-01-26,17:30,23:00,0,5.5,True,6248.0,1562.0,7810.0,0.0,shift_R001_202401.csv
R001-S10,スタッフR00110,R001_新宿店,アルバイト,1073,2024-01-26,17:00,21:05,0,4.1,False,4399.3,0.0,4399.3,0.0,shift_R001_202401.csv
R001-S11,スタッフR00111,R001_新宿店,アルバイト,1147,2024-01-26,10:30,16:00,0,5.5,False,6308.5,0.0,6308.5,0.0,shift_R001_202401.csv
R001-S12,スタッフR00112,R001_新宿店,アルバイト,1074,2024-01-26,20:30,00:54,0,4.4,True,4725.6,1181.4,5907.0,0.0,shift_R001_202401.csv
R001-S16,スタッフR00116,R001_新宿店,アルバイト,1061,2024-01-26,15:30,20:18,0,4.8,False,5092.8,0.0,5092.8,0.0,shift_R001_202401.csv
R001-S17,スタッフR00117,R001_新宿店,アルバイト,1167,2024-01-26,19:00,23:48,0,4.8,True,5601.6,1400.4,7002.0,0.0,shift_R001_202401.csv
R001-S18,スタッフR00118,R001_新宿店,アルバイト,1187,2024-01-26,16:30,23:18,45,6.8,True,8071.6,2017.9,10089.5,0.0,shift_R001_202401.csv
R001-S19,スタッフR00119,R001_新宿店,パート,1131,2024-01-26,19:00,22:36,0,3.6,True,4071.6,1017.9,5089.5,0.0,shift_R001_202401.csv
R001-S01,スタッフR00101,R001_新宿店,アルバイト,1090,2024-01-27,15:30,22:18,45,6.8,True,7412.0,1853.0,9265.0,0.0,shift_R001_202401.csv
R001-S03,スタッフR00103,R001_新宿店,アルバイト,1137,2024-01-27,18:00,21:12,0,3.2,False,3638.4,0.0,3638.4,0.0,shift_R001_202401.csv
R001-S05,スタッフR00105,R001_新宿店,パート,1139,2024-01-27,17:30,21:12,0,3.7,False,4214.3,0.0,4214.3,0.0,shift_R001_202401.csv
R001-S06,スタッフR00106,R001_新宿店,アルバイト,1105,2024-01-27,12:30,20:12,45,7.7,False,8508.5,0.0,8508.5,0.0,shift_R001_202401.csv
R001-S07,スタッフR00107,R001_新宿店,パート,1295,2024-01-27,16:30,22:30,45,6.0,True,7770.0,1942.5,9712.5,0.0,shift_R001_202401.csv
R001-S08,スタッフR00108,R001_新宿店,アルバイト,1136,2024-01-27,18:30,01:00,45,6.5,True,7384.0,1846.0,9230.0,0.0,shift_R001_202401.csv
R001-S09,スタッフR00109,R001_新宿店,アルバイト,1076,2024-01-27,10:30,15:12,0,4.7,False,5057.2,0.0,5057.2,0.0,shift_R001_202401.csv
R001-S11,スタッフR00111,R001_新宿店,アルバイト,1147,2024-01-27,14:00,20:00,45,6.0,False,6882.0,0.0,6882.0,0.0,shift_R001_202401.csv
R001-S12,スタッフR00112,R001_新宿店,アルバイト,1074,2024-01-27,20:00,02:36,45,6.6,True,7088.4,1772.1,8860.5,0.0,shift_R001_202401.csv
R001-S13,スタッフR00113,R001_新宿店,アルバイト,1141,2024-01-27,12:30,16:12,0,3.7,False,4221.7,0.0,4221.7,0.0,shift_R001_202401.csv
R001-S14,スタッフR00114,R001_新宿店,アルバイト,1138,2024-01-27,10:00,14:00,0,4.0,False,4552.0,0.0,4552.0,0.0,shift_R001_202401.csv
R001-S15,スタッフR00115,R001_新宿店,アルバイト,1117,2024-01-27,16:00,21:06,0,5.1,False,5696.7,0.0,5696.7,0.0,shift_R001_202401.csv
R001-S16,スタッフR00116,R001_新宿店,アルバイト,1061,2024-01-27,18:30,01:54,45,7.4,True,7851.4,1962.85,9814.25,0.0,shift_R001_202401.csv
R001-S17,スタッフR00117,R001_新宿店,アルバイト,1167,2024-01-27,10:00,15:36,0,5.6,False,6535.2,0.0,6535.2,0.0,shift_R001_202401.csv
R001-S18,スタッフR00118,R001_新宿店,アルバイト,1187,2024-01-27,20:30,02:06,0,5.6,True,6647.2,1661.8,8309.0,0.0,shift_R001_202401.csv
R001-S19,スタッフR00119,R001_新宿店,パート,1131,2024-01-27,12:30,20:06,45,7.6,False,8595.6,0.0,8595.6,0.0,shift_R001_202401.csv
R001-S20,スタッフR00120,R001_新宿店,アルバイト,1146,2024-01-27,15:30,21:36,45,6.1,False,6990.6,0.0,6990.6,0.0,shift_R001_202401.csv
R001-S02,スタッフR00102,R001_新宿店,アルバイト,1158,2024-01-28,18:30,22:35,0,4.1,True,4747.8,1186.95,5934.75,0.0,shift_R001_202401.csv
R001-S03,スタッフR00103,R001_新宿店,アルバイト,1137,2024-01-28,14:30,21:00,45,6.5,False,7390.5,0.0,7390.5,0.0,shift_R001_202401.csv
R001-S04,スタッフR00104,R001_新宿店,アルバイト,1121,2024-01-28,17:30,22:54,0,5.4,True,6053.4,1513.35,7566.75,0.0,shift_R001_202401.csv
R001-S05,スタッフR00105,R001_新宿店,パート,1139,2024-01-28,21:30,01:54,0,4.4,True,5011.6,1252.9,6264.5,0.0,shift_R001_202401.csv
R001-S06,スタッフR00106,R001_新宿店,アルバイト,1105,2024-01-28,18:30,02:00,45,7.5,True,8287.5,2071.88,10359.38,0.0,shift_R001_202401.csv
R001-S07,スタッフR00107,R001_新宿店,パート,1295,2024-01-28,15:00,19:30,0,4.5,False,5827.5,0.0,5827.5,0.0,shift_R001_202401.csv
R001-S08,スタッフR00108,R001_新宿店,アルバイト,1136,2024-01-28,21:00,01:42,0,4.7,True,5339.2,1334.8,6674.0,0.0,shift_R001_202401.csv
R001-S09,スタッフR00109,R001_新宿店,アルバイト,1076,2024-01-28,14:30,18:35,0,4.1,False,4411.6,0.0,4411.6,0.0,shift_R001_202401.csv
R001-S10,スタッフR00110,R001_新宿店,アルバイト,1073,2024-01-28,14:30,18:12,0,3.7,False,3970.1,0.0,3970.1,0.0,shift_R001_202401.csv
R001-S11,スタッフR00111,R001_新宿店,アルバイト,1147,2024-01-28,19:00,23:12,0,4.2,True,4817.4,1204.35,6021.75,0.0,shift_R001_202401.csv
R001-S12,スタッフR00112,R001_新宿店,アルバイト,1074,2024-01-28,18:00,00:12,45,6.2,True,6658.8,1664.7,8323.5,0.0,shift_R001_202401.csv
R001-S14,スタッフR00114,R001_新宿店,アルバイト,1138,2024-01-28,21:30,01:00,0,3.5,True,3983.0,995.75,4978.75,0.0,shift_R001_202401.csv
R001-S15,スタッフR00115,R001_新宿店,アルバイト,1117,2024-01-28,10:00,15:00,0,5.0,False,5585.0,0.0,5585.0,0.0,shift_R001_202401.csv
R001-S16,スタッフR00116,R001_新宿店,アルバイト,1061,2024-01-28,17:30,23:48,45,6.3,True,6684.3,1671.08,8355.38,0.0,shift_R001_202401.csv
R001-S17,スタッフR00117,R001_新宿店,アルバイト,1167,2024-01-28,14:30,18:54,0,4.4,False,5134.8,0.0,5134.8,0.0,shift_R001_202401.csv
R001-S19,スタッフR00119,R001_新宿店,パート,1131,2024-01-28,20:00,01:42,0,5.7,True,6446.7,1611.68,8058.38,0.0,shift_R001_202401.csv
R001-S20,スタッフR00120,R001_新宿店,アルバイト,1146,2024-01-28,10:00,15:06,0,5.1,False,5844.6,0.0,5844.6,0.0,shift_R001_202401.csv
R001-S01,スタッフR00101,R001_新宿店,アルバイト,1090,2024-01-29,10:30,17:24,45,6.9,False,7521.0,0.0,7521.0,0.0,shift_R001_202401.csv
R001-S03,スタッフR00103,R001_新宿店,アルバイト,1137,2024-01-29,14:00,17:00,0,3.0,False,3411.0,0.0,3411.0,0.0,shift_R001_202401.csv
R001-S04,スタッフR00104,R001_新宿店,アルバイト,1121,2024-01-29,11:30,15:54,0,4.4,False,4932.4,0.0,4932.4,0.0,shift_R001_202401.csv
R001-S05,スタッフR00105,R001_新宿店,パート,1139,2024-01-29,18:30,01:54,45,7.4,True,8428.6,2107.15,10535.75,0.0,shift_R001_202401.csv
R001-S07,スタッフR00107,R001_新宿店,パート,1295,2024-01-29,14:00,21:00,45,7.0,False,9065.0,0.0,9065.0,0.0,shift_R001_202401.csv
R001-S08,スタッフR00108,R001_新宿店,アルバイト,1136,2024-01-29,21:30,03:42,45,6.2,True,7043.2,1760.8,8804.0,0.0,shift_R001_202401.csv
R001-S09,スタッフR00109,R001_新宿店,アルバイト,1076,2024-01-29,10:30,17:30,45,7.0,False,7532.0,0.0,7532.0,0.0,shift_R001_202401.csv
R001-S10,スタッフR00110,R001_新宿店,アルバイト,1073,2024-01-29,13:00,19:06,45,6.1,False,6545.3,0.0,6545.3,0.0,shift_R001_202401.csv
R001-S11,スタッフR00111,R001_新宿店,アルバイト,1147,2024-01-29,16:30,22:06,0,5.6,True,6423.2,1605.8,8029.0,0.0,shift_R001_202401.csv
R001-S13,スタッフR00113,R001_新宿店,アルバイト,1141,2024-01-29,12:00,17:24,0,5.4,False,6161.4,0.0,6161.4,0.0,shift_R001_202401.csv
R001-S14,スタッフR00114,R001_新宿店,アルバイト,1138,2024-01-29,10:30,15:24,0,4.9,False,5576.2,0.0,5576.2,0.0,shift_R001_202401.csv
R001-S15,スタッフR00115,R001_新宿店,アルバイト,1117,2024-01-29,14:30,19:00,0,4.5,False,5026.5,0.0,5026.5,0.0,shift_R001_202401.csv
R001-S16,スタッフR00116,R001_新宿店,アルバイト,1061,2024-01-29,10:30,16:48,45,6.3,False,6684.3,0.0,6684.3,0.0,shift_R001_202401.csv
R001-S17,スタッフR00117,R001_新宿店,アルバイト,1167,2024-01-29,10:00,15:18,0,5.3,False,6185.1,0.0,6185.1,0.0,shift_R001_202401.csv
R001-S19,スタッフR00119,R001_新宿店,パート,1131,2024-01-29,21:30,04:00,45,6.5,True,7351.5,1837.88,9189.38,0.0,shift_R001_202401.csv
R001-S20,スタッフR00120,R001_新宿店,アルバイト,1146,2024-01-29,14:30,20:36,45,6.1,False,6990.6,0.0,6990.6,0.0,shift_R001_202401.csv
R001-S01,スタッフR00101,R001_新宿店,アルバイト,1090,2024-01-30,12:30,16:18,0,3.8,False,4142.0,0.0,4142.0,0.0,shift_R001_202401.csv
R001-S02,スタッフR00102,R001_新宿店,アルバイト,1158,2024-01-30,19:30,00:36,0,5.1,True,5905.8,1476.45,7382.25,0.0,shift_R001_202401.csv
R001-S03,スタッフR00103,R001_新宿店,アルバイト,1137,2024-01-30,17:00,23:48,45,6.8,True,7731.6,1932.9,9664.5,0.0,shift_R001_202401.csv
R001-S04,スタッフR00104,R001_新宿店,アルバイト,1121,2024-01-30,19:00,00:36,0,5.6,True,6277.6,1569.4,7847.0,0.0,shift_R001_202401.csv
R001-S05,スタッフR00105,R001_新宿店,パート,1139,2024-01-30,15:00,22:36,45,7.6,True,8656.4,2164.1,10820.5,0.0,shift_R001_202401.csv
R001-S07,スタッフR00107,R001_新宿店,パート,1295,2024-01-30,18:00,23:54,0,5.9,True,7640.5,1910.12,9550.62,0.0,shift_R001_202401.csv
R001-S09,スタッフR00109,R001_新宿店,アルバイト,1076,2024-01-30,18:30,22:06,0,3.6,True,3873.6,968.4,4842.0,0.0,shift_R001_202401.csv
R001-S10,スタッフR00110,R001_新宿店,アルバイト,1073,2024-01-30,19:30,23:00,0,3.5,True,3755.5,938.88,4694.38,0.0,shift_R001_202401.csv
R001-S11,スタッフR00111,R001_新宿店,アルバイト,1147,2024-01-30,10:30,14:12,0,3.7,False,4243.9,0.0,4243.9,0.0,shift_R001_202401.csv
R001-S12,スタッフR00112,R001_新宿店,アルバイト,1074,2024-01-30,19:00,00:48,0,5.8,True,6229.2,1557.3,7786.5,0.0,shift_R001_202401.csv
R001-S13,スタッフR00113,R001_新宿店,アルバイト,1141,2024-01-30,14:00,19:00,0,5.0,False,5705.0,0.0,5705.0,0.0,shift_R001_202401.csv
R001-S14,スタッフR00114,R001_新宿店,アルバイト,1138,2024-01-30,21:00,02:54,0,5.9,True,6714.2,1678.55,8392.75,0.0,shift_R001_202401.csv
R001-S16,スタッフR00116,R001_新宿店,アルバイト,1061,2024-01-30,11:00,18:42,45,7.7,False,8169.7,0.0,8169.7,0.0,shift_R001_202401.csv
R001-S18,スタッフR00118,R001_新宿店,アルバイト,1187,2024-01-30,10:30,15:30,0,5.0,False,5935.0,0.0,5935.0,0.0,shift_R001_202401.csv
R001-S19,スタッフR00119,R001_新宿店,パート,1131,2024-01-30,20:30,01:24,0,4.9,True,5541.9,1385.48,6927.38,0.0,shift_R001_202401.csv
R001-S20,スタッフR00120,R001_新宿店,アルバイト,1146,2024-01-30,17:30,22:24,0,4.9,True,5615.4,1403.85,7019.25,0.0,shift_R001_202401.csv
R001-S01,スタッフR00101,R001_新宿店,アルバイト,1090,2024-01-31,20:00,02:18,45,6.3,True,6867.0,1716.75,8583.75,0.0,shift_R001_202401.csv
R001-S02,スタッフR00102,R001_新宿店,アルバイト,1158,2024-01-31,12:30,18:06,0,5.6,False,6484.8,0.0,6484.8,0.0,shift_R001_202401.csv
R001-S03,スタッフR00103,R001_新宿店,アルバイト,1137,2024-01-31,13:00,19:48,45,6.8,False,7731.6,0.0,7731.6,0.0,shift_R001_202401.csv
R001-S04,スタッフR00104,R001_新宿店,アルバイト,1121,2024-01-31,17:30,23:12,0,5.7,True,6389.7,1597.42,7987.12,0.0,shift_R001_202401.csv
R001-S05,スタッフR00105,R001_新宿店,パート,1139,2024-01-31,13:30,18:12,0,4.7,False,5353.3,0.0,5353.3,0.0,shift_R001_202401.csv
R001-S06,スタッフR00106,R001_新宿店,アルバイト,1105,2024-01-31,21:00,00:12,0,3.2,True,3536.0,884.0,4420.0,0.0,shift_R001_202401.csv
R001-S07,スタッフR00107,R001_新宿店,パート,1295,2024-01-31,19:00,23:12,0,4.2,True,5439.0,1359.75,6798.75,0.0,shift_R001_202401.csv
R001-S09,スタッフR00109,R001_新宿店,アルバイト,1076,2024-01-31,17:00,21:12,0,4.2,False,4519.2,0.0,4519.2,0.0,shift_R001_202401.csv
R001-S11,スタッフR00111,R001_新宿店,アルバイト,1147,2024-01-31,18:00,00:48,45,6.8,True,7799.6,1949.9,9749.5,0.0,shift_R001_202401.csv
R001-S12,スタッフR00112,R001_新宿店,アルバイト,1074,2024-01-31,12:30,16:42,0,4.2,False,4510.8,0.0,4510.8,0.0,shift_R001_202401.csv
R001-S13,スタッフR00113,R001_新宿店,アルバイト,1141,2024-01-31,19:30,01:24,0,5.9,True,6731.9,1682.98,8414.88,0.0,shift_R001_202401.csv
R001-S14,スタッフR00114,R001_新宿店,アルバイト,1138,2024-01-31,15:00,19:30,0,4.5,False,5121.0,0.0,5121.0,0.0,shift_R001_202401.csv
